Index,X (m),Y (m),Z (m),Distance (m),Power (dBm),Phase (deg)
1,-27.2518,-16.1136,2.5,37.5235,-250.0,0.0
2,-26.7518,-16.1136,2.5,37.1661,-250.0,0.0
3,-26.2518,-16.1136,2.5,36.812,-250.0,0.0
4,-25.7518,-16.1136,2.5,36.4613,-250.0,0.0
5,-25.2518,-16.1136,2.5,36.1141,-250.0,0.0
6,-24.7518,-16.1136,2.5,35.7705,-250.0,0.0
7,-24.2518,-16.1136,2.5,35.4307,-250.0,0.0
8,-23.7518,-16.1136,2.5,35.0947,-250.0,0.0
9,-23.2518,-16.1136,2.5,34.7627,-250.0,0.0
10,-22.7518,-16.1136,2.5,34.4347,-250.0,0.0
11,-22.2518,-16.1136,2.5,34.1109,-250.0,0.0
12,-21.7518,-16.1136,2.5,33.7913,-250.0,0.0
13,-21.2518,-16.1136,2.5,33.4762,-250.0,0.0
14,-20.7518,-16.1136,2.5,33.1657,-250.0,0.0
15,-20.2518,-16.1136,2.5,32.8598,-250.0,0.0
16,-19.7518,-16.1136,2.5,32.5587,-250.0,0.0
17,-19.2518,-16.1136,2.5,32.2626,-250.0,0.0
18,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0
19,-18.2518,-16.1136,2.5,31.6857,-250.0,0.0
20,-17.7518,-16.1136,2.5,31.4052,-250.0,0.0
21,-17.2518,-16.1136,2.5,31.1302,-250.0,0.0
22,-16.7518,-16.1136,2.5,30.8609,-250.0,0.0
23,-16.2518,-16.1136,2.5,30.5973,-250.0,0.0
24,-15.7518,-16.1136,2.5,30.3398,-250.0,0.0
25,-15.2518,-16.1136,2.5,30.0883,-250.0,0.0
26,-14.7518,-16.1136,2.5,29.8431,-250.0,0.0
27,-14.2518,-16.1136,2.5,29.6043,-250.0,0.0
28,-13.7518,-16.1136,2.5,29.372,-250.0,0.0
29,-13.2518,-16.1136,2.5,29.1465,-250.0,0.0
30,-12.7518,-16.1136,2.5,28.9279,-250.0,0.0
31,-12.2518,-16.1136,2.5,28.7163,-250.0,0.0
32,-11.7518,-16.1136,2.5,28.512,-250.0,0.0
33,-11.2518,-16.1136,2.5,28.3149,-250.0,0.0
34,-10.7518,-16.1136,2.5,28.1254,-250.0,0.0
35,-10.2518,-16.1136,2.5,27.9436,-250.0,0.0
36,-9.75181,-16.1136,2.5,27.7695,-250.0,0.0
37,-9.25181,-16.1136,2.5,27.6035,-250.0,0.0
38,-8.75181,-16.1136,2.5,27.4455,-250.0,0.0
39,-8.25181,-16.1136,2.5,27.2958,-250.0,0.0
40,-7.75181,-16.1136,2.5,27.1544,-250.0,0.0
41,-7.25181,-16.1136,2.5,27.0216,-250.0,0.0
42,-6.75181,-16.1136,2.5,26.8974,-250.0,0.0
43,-6.25181,-16.1136,2.5,26.782,-250.0,0.0
44,-5.75181,-16.1136,2.5,26.6754,-250.0,0.0
45,-5.25181,-16.1136,2.5,26.5779,-250.0,0.0
46,-4.75181,-16.1136,2.5,26.4894,-250.0,0.0
47,-4.25181,-16.1136,2.5,26.41,-250.0,0.0
48,-3.75181,-16.1136,2.5,26.34,-250.0,0.0
49,-3.25181,-16.1136,2.5,26.2792,-250.0,0.0
50,-2.75181,-16.1136,2.5,26.2279,-250.0,0.0
51,-2.25181,-16.1136,2.5,26.186,-250.0,0.0
52,-1.75181,-16.1136,2.5,26.1536,-250.0,0.0
53,-1.25181,-16.1136,2.5,26.1307,-250.0,0.0
54,-0.751808,-16.1136,2.5,26.1174,-250.0,0.0
55,-0.251808,-16.1136,2.5,26.1136,-250.0,0.0
56,0.248192,-16.1136,2.5,26.1194,-250.0,0.0
57,0.748192,-16.1136,2.5,26.1348,-250.0,0.0
58,1.24819,-16.1136,2.5,26.1598,-250.0,0.0
59,1.74819,-16.1136,2.5,26.1942,-250.0,0.0
60,2.24819,-16.1136,2.5,26.2381,-250.0,0.0
61,2.74819,-16.1136,2.5,26.2915,-250.0,0.0
62,3.24819,-16.1136,2.5,26.3543,-250.0,0.0
63,3.74819,-16.1136,2.5,26.4263,-250.0,0.0
64,4.24819,-16.1136,2.5,26.5077,-250.0,0.0
65,4.74819,-16.1136,2.5,26.5981,-250.0,0.0
66,5.24819,-16.1136,2.5,26.6976,-250.0,0.0
67,5.74819,-16.1136,2.5,26.8061,-250.0,0.0
68,6.24819,-16.1136,2.5,26.9234,-250.0,0.0
69,6.74819,-16.1136,2.5,27.0495,-250.0,0.0
70,7.24819,-16.1136,2.5,27.1842,-250.0,0.0
71,7.74819,-16.1136,2.5,27.3273,-250.0,0.0
72,8.24819,-16.1136,2.5,27.4788,-250.0,0.0
73,8.74819,-16.1136,2.5,27.6386,-250.0,0.0
74,9.24819,-16.1136,2.5,27.8064,-250.0,0.0
75,-27.2518,-15.6136,2.5,37.1773,-250.0,0.0
76,-26.7518,-15.6136,2.5,36.8165,-112.05,-156.745
77,-26.2518,-15.6136,2.5,36.459,-111.29,-102.452
78,-25.7518,-15.6136,2.5,36.1049,-126.556,125.566
79,-25.2518,-15.6136,2.5,35.7542,-110.85,-87.5768
80,-24.7518,-15.6136,2.5,35.4072,-119.343,-64.8126
81,-24.2518,-15.6136,2.5,35.0638,-118.813,-102.946
82,-23.7518,-15.6136,2.5,34.7243,-113.878,69.2364
83,-23.2518,-15.6136,2.5,34.3887,-250.0,0.0
84,-22.7518,-15.6136,2.5,34.0571,-115.365,-129.828
85,-22.2518,-15.6136,2.5,33.7296,-120.742,152.89
86,-21.7518,-15.6136,2.5,33.4065,-250.0,0.0
87,-21.2518,-15.6136,2.5,33.0877,-125.807,66.2189
88,-20.7518,-15.6136,2.5,32.7735,-123.038,-121.155
89,-20.2518,-15.6136,2.5,32.4639,-250.0,0.0
90,-19.7518,-15.6136,2.5,32.1591,-160.551,-101.187
91,-19.2518,-15.6136,2.5,31.8592,-139.955,68.1544
92,-18.7518,-15.6136,2.5,31.5645,-250.0,0.0
93,-18.2518,-15.6136,2.5,31.2749,-250.0,0.0
94,-17.7518,-15.6136,2.5,30.9907,-137.349,104.593
95,-17.2518,-15.6136,2.5,30.712,-108.181,74.4902
96,-16.7518,-15.6136,2.5,30.439,-108.984,164.461
97,-16.2518,-15.6136,2.5,30.1717,-111.263,140.621
98,-15.7518,-15.6136,2.5,29.9105,-118.213,65.6174
99,-15.2518,-15.6136,2.5,29.6554,-132.224,169.105
100,-14.7518,-15.6136,2.5,29.4066,-128.46,-61.9078
101,-14.2518,-15.6136,2.5,29.1642,-117.2,151.565
102,-13.7518,-15.6136,2.5,28.9284,-145.975,170.753
103,-13.2518,-15.6136,2.5,28.6994,-158.805,-43.9758
104,-12.7518,-15.6136,2.5,28.4774,-126.108,-123.429
105,-12.2518,-15.6136,2.5,28.2624,-116.125,8.94928
106,-11.7518,-15.6136,2.5,28.0547,-96.0763,108.938
107,-11.2518,-15.6136,2.5,27.8545,-96.0873,136.352
108,-10.7518,-15.6136,2.5,27.6618,-99.1264,15.6842
109,-10.2518,-15.6136,2.5,27.4769,-101.871,143.149
110,-9.75181,-15.6136,2.5,27.2999,-102.605,-70.4403
111,-9.25181,-15.6136,2.5,27.1309,-103.353,101.833
112,-8.75181,-15.6136,2.5,26.9702,-115.986,92.2833
113,-8.25181,-15.6136,2.5,26.8178,-101.337,-162.041
114,-7.75181,-15.6136,2.5,26.674,-93.9634,-60.7358
115,-7.25181,-15.6136,2.5,26.5387,-97.0915,31.2322
116,-6.75181,-15.6136,2.5,26.4123,-86.7118,90.3542
117,-6.25181,-15.6136,2.5,26.2947,-81.4489,109.735
118,-5.75181,-15.6136,2.5,26.1862,-82.0552,-32.7889
119,-5.25181,-15.6136,2.5,26.0868,-83.5341,-24.8216
120,-4.75181,-15.6136,2.5,25.9966,-83.3567,40.7858
121,-4.25181,-15.6136,2.5,25.9158,-85.0373,-135.037
122,-3.75181,-15.6136,2.5,25.8444,-250.0,0.0
123,-3.25181,-15.6136,2.5,25.7824,-250.0,0.0
124,-2.75181,-15.6136,2.5,25.7301,-250.0,0.0
125,-2.25181,-15.6136,2.5,25.6874,-250.0,0.0
126,-1.75181,-15.6136,2.5,25.6544,-250.0,0.0
127,-1.25181,-15.6136,2.5,25.631,-250.0,0.0
128,-0.751808,-15.6136,2.5,25.6174,-250.0,0.0
129,-0.251808,-15.6136,2.5,25.6136,-250.0,0.0
130,0.248192,-15.6136,2.5,25.6195,-250.0,0.0
131,0.748192,-15.6136,2.5,25.6352,-250.0,0.0
132,1.24819,-15.6136,2.5,25.6607,-250.0,0.0
133,1.74819,-15.6136,2.5,25.6958,-250.0,0.0
134,2.24819,-15.6136,2.5,25.7406,-250.0,0.0
135,2.74819,-15.6136,2.5,25.795,-250.0,0.0
136,3.24819,-15.6136,2.5,25.8589,-250.0,0.0
137,3.74819,-15.6136,2.5,25.9324,-250.0,0.0
138,4.24819,-15.6136,2.5,26.0152,-83.8964,-121.916
139,4.74819,-15.6136,2.5,26.1074,-86.7693,75.6039
140,5.24819,-15.6136,2.5,26.2088,-81.9115,55.0195
141,5.74819,-15.6136,2.5,26.3193,-81.7663,129.684
142,6.24819,-15.6136,2.5,26.4388,-88.1644,-42.0
143,6.74819,-15.6136,2.5,26.5671,-83.3396,144.571
144,7.24819,-15.6136,2.5,26.7042,-86.9968,-145.419
145,7.74819,-15.6136,2.5,26.8499,-99.9556,-135.204
146,8.24819,-15.6136,2.5,27.0041,-107.565,48.9626
147,8.74819,-15.6136,2.5,27.1666,-114.977,20.9939
148,9.24819,-15.6136,2.5,27.3373,-250.0,0.0
149,-27.2518,-15.1136,2.5,36.8346,-250.0,0.0
150,-26.7518,-15.1136,2.5,36.4704,-108.471,171.304
151,-26.2518,-15.1136,2.5,36.1095,-110.39,104.514
152,-25.7518,-15.1136,2.5,35.7519,-111.929,35.1492
153,-25.2518,-15.1136,2.5,35.3978,-250.0,0.0
154,-24.7518,-15.1136,2.5,35.0472,-113.175,-82.7957
155,-24.2518,-15.1136,2.5,34.7003,-138.43,-22.8765
156,-23.7518,-15.1136,2.5,34.3571,-113.268,51.402
157,-23.2518,-15.1136,2.5,34.0179,-118.176,77.3849
158,-22.7518,-15.1136,2.5,33.6826,-250.0,0.0
159,-22.2518,-15.1136,2.5,33.3515,-116.09,153.174
160,-21.7518,-15.1136,2.5,33.0247,-250.0,0.0
161,-21.2518,-15.1136,2.5,32.7022,-117.255,33.6732
162,-20.7518,-15.1136,2.5,32.3842,-156.492,39.3621
163,-20.2518,-15.1136,2.5,32.0709,-250.0,0.0
164,-19.7518,-15.1136,2.5,31.7623,-122.62,65.2865
165,-19.2518,-15.1136,2.5,31.4587,-144.061,-157.667
166,-18.7518,-15.1136,2.5,31.1601,-250.0,0.0
167,-18.2518,-15.1136,2.5,30.8667,-137.835,-92.6988
168,-17.7518,-15.1136,2.5,30.5787,-112.967,15.1204
169,-17.2518,-15.1136,2.5,30.2963,-112.526,62.9539
170,-16.7518,-15.1136,2.5,30.0194,-118.78,-169.278
171,-16.2518,-15.1136,2.5,29.7485,-111.512,160.28
172,-15.7518,-15.1136,2.5,29.4835,-118.936,-24.2476
173,-15.2518,-15.1136,2.5,29.2246,-123.846,-61.5985
174,-14.7518,-15.1136,2.5,28.9721,-127.72,44.3175
175,-14.2518,-15.1136,2.5,28.7261,-133.581,27.6317
176,-13.7518,-15.1136,2.5,28.4867,-134.034,-157.038
177,-13.2518,-15.1136,2.5,28.2541,-250.0,0.0
178,-12.7518,-15.1136,2.5,28.0285,-175.531,151.185
179,-12.2518,-15.1136,2.5,27.8101,-101.441,49.2161
180,-11.7518,-15.1136,2.5,27.599,-97.0269,97.8468
181,-11.2518,-15.1136,2.5,27.3954,-99.258,124.817
182,-10.7518,-15.1136,2.5,27.1995,-100.584,85.7841
183,-10.2518,-15.1136,2.5,27.0114,-99.195,-118.872
184,-9.75181,-15.1136,2.5,26.8313,-105.506,-41.8807
185,-9.25181,-15.1136,2.5,26.6594,-103.692,68.5926
186,-8.75181,-15.1136,2.5,26.4958,-103.938,158.902
187,-8.25181,-15.1136,2.5,26.3407,-102.63,-146.166
188,-7.75181,-15.1136,2.5,26.1942,-101.511,-170.451
189,-7.25181,-15.1136,2.5,26.0565,-102.038,-70.5502
190,-6.75181,-15.1136,2.5,25.9277,-86.9282,98.9912
191,-6.25181,-15.1136,2.5,25.8079,-81.9232,99.136
192,-5.75181,-15.1136,2.5,25.6973,-85.4169,49.1816
193,-5.25181,-15.1136,2.5,25.596,-82.1179,76.5378
194,-4.75181,-15.1136,2.5,25.5041,-83.5532,-159.594
195,-4.25181,-15.1136,2.5,25.4217,-83.8004,96.6198
196,-3.75181,-15.1136,2.5,25.3489,-85.4163,22.2418
197,-3.25181,-15.1136,2.5,25.2858,-80.2386,67.3251
198,-2.75181,-15.1136,2.5,25.2324,-77.6126,113.97
199,-2.25181,-15.1136,2.5,25.1889,-89.2055,-112.988
200,-1.75181,-15.1136,2.5,25.1552,-89.7713,-102.765
201,-1.25181,-15.1136,2.5,25.1314,-80.0133,-162.228
202,-0.751808,-15.1136,2.5,25.1175,-81.177,-143.921
203,-0.251808,-15.1136,2.5,25.1136,-77.6478,-45.7642
204,0.248192,-15.1136,2.5,25.1197,-78.0466,133.813
205,0.748192,-15.1136,2.5,25.1357,-79.3274,41.5823
206,1.24819,-15.1136,2.5,25.1616,-78.8798,10.5913
207,1.74819,-15.1136,2.5,25.1974,-79.4042,76.4646
208,2.24819,-15.1136,2.5,25.2431,-87.1722,-131.364
209,2.74819,-15.1136,2.5,25.2986,-90.4073,-22.6459
210,3.24819,-15.1136,2.5,25.3638,-78.9649,-67.7904
211,3.74819,-15.1136,2.5,25.4386,-82.3554,-3.81825
212,4.24819,-15.1136,2.5,25.5231,-79.86,-5.23392
213,4.74819,-15.1136,2.5,25.617,-91.2975,-106.581
214,5.24819,-15.1136,2.5,25.7203,-87.4466,105.347
215,5.74819,-15.1136,2.5,25.8329,-82.4471,122.11
216,6.24819,-15.1136,2.5,25.9547,-82.2631,168.791
217,6.74819,-15.1136,2.5,26.0854,-93.2198,64.7679
218,7.24819,-15.1136,2.5,26.225,-86.1123,-11.4786
219,7.74819,-15.1136,2.5,26.3734,-102.212,-114.532
220,8.24819,-15.1136,2.5,26.5303,-105.458,104.672
221,8.74819,-15.1136,2.5,26.6958,-114.465,116.448
222,9.24819,-15.1136,2.5,26.8694,-250.0,0.0
223,-27.2518,-14.6136,2.5,36.4955,-250.0,0.0
224,-26.7518,-14.6136,2.5,36.1279,-107.358,22.4992
225,-26.2518,-14.6136,2.5,35.7635,-111.319,-162.854
226,-25.7518,-14.6136,2.5,35.4025,-108.193,39.3408
227,-25.2518,-14.6136,2.5,35.0448,-162.486,44.3526
228,-24.7518,-14.6136,2.5,34.6907,-107.612,-136.994
229,-24.2518,-14.6136,2.5,34.3401,-250.0,0.0
230,-23.7518,-14.6136,2.5,33.9934,-124.65,2.72264
231,-23.2518,-14.6136,2.5,33.6505,-128.595,23.9302
232,-22.7518,-14.6136,2.5,33.3115,-123.178,-132.044
233,-22.2518,-14.6136,2.5,32.9767,-250.0,0.0
234,-21.7518,-14.6136,2.5,32.6461,-156.362,179.531
235,-21.2518,-14.6136,2.5,32.3198,-116.662,-51.849
236,-20.7518,-14.6136,2.5,31.998,-250.0,0.0
237,-20.2518,-14.6136,2.5,31.6808,-117.542,-145.943
238,-19.7518,-14.6136,2.5,31.3685,-250.0,0.0
239,-19.2518,-14.6136,2.5,31.061,-250.0,0.0
240,-18.7518,-14.6136,2.5,30.7585,-116.306,-88.4652
241,-18.2518,-14.6136,2.5,30.4613,-250.0,0.0
242,-17.7518,-14.6136,2.5,30.1694,-113.618,49.8013
243,-17.2518,-14.6136,2.5,29.8831,-136.027,105.365
244,-16.7518,-14.6136,2.5,29.6024,-112.369,105.123
245,-16.2518,-14.6136,2.5,29.3276,-112.134,162.186
246,-15.7518,-14.6136,2.5,29.0587,-118.64,135.112
247,-15.2518,-14.6136,2.5,28.7961,-119.301,-8.24611
248,-14.7518,-14.6136,2.5,28.5398,-143.308,27.7741
249,-14.2518,-14.6136,2.5,28.29,-127.046,100.028
250,-13.7518,-14.6136,2.5,28.0469,-117.796,-11.9578
251,-13.2518,-14.6136,2.5,27.8106,-114.148,-178.852
252,-12.7518,-14.6136,2.5,27.5814,-170.776,-60.4293
253,-12.2518,-14.6136,2.5,27.3594,-100.753,114.137
254,-11.7518,-14.6136,2.5,27.1448,-98.9121,29.5823
255,-11.2518,-14.6136,2.5,26.9378,-95.8096,109.948
256,-10.7518,-14.6136,2.5,26.7385,-97.6049,140.542
257,-10.2518,-14.6136,2.5,26.5472,-98.1698,-97.3419
258,-9.75181,-14.6136,2.5,26.3639,-102.973,-49.1789
259,-9.25181,-14.6136,2.5,26.1889,-106.48,-1.60567
260,-8.75181,-14.6136,2.5,26.0224,-101.512,10.7474
261,-8.25181,-14.6136,2.5,25.8644,-104.641,7.76874
262,-7.75181,-14.6136,2.5,25.7152,-124.55,-94.0315
263,-7.25181,-14.6136,2.5,25.5749,-101.988,102.043
264,-6.75181,-14.6136,2.5,25.4437,-90.3711,120.491
265,-6.25181,-14.6136,2.5,25.3216,-80.579,75.32
266,-5.75181,-14.6136,2.5,25.2089,-82.2743,84.6771
267,-5.25181,-14.6136,2.5,25.1056,-84.6225,-175.78
268,-4.75181,-14.6136,2.5,25.0119,-84.6868,9.03002
269,-4.25181,-14.6136,2.5,24.9279,-82.214,-96.0178
270,-3.75181,-14.6136,2.5,24.8536,-82.58,-100.508
271,-3.25181,-14.6136,2.5,24.7893,-85.3582,-16.5704
272,-2.75181,-14.6136,2.5,24.7348,-83.9958,21.1311
273,-2.25181,-14.6136,2.5,24.6904,-77.8328,-82.5877
274,-1.75181,-14.6136,2.5,24.656,-85.0134,-107.355
275,-1.25181,-14.6136,2.5,24.6317,-78.8626,160.398
276,-0.751808,-14.6136,2.5,24.6176,-89.0083,-175.84
277,-0.251808,-14.6136,2.5,24.6136,-79.6467,7.00359
278,0.248192,-14.6136,2.5,24.6198,-79.4913,161.35
279,0.748192,-14.6136,2.5,24.6361,-78.9196,35.657
280,1.24819,-14.6136,2.5,24.6626,-78.484,-28.5196
281,1.74819,-14.6136,2.5,24.6991,-77.197,30.2284
282,2.24819,-14.6136,2.5,24.7457,-81.4677,155.718
283,2.74819,-14.6136,2.5,24.8023,-81.8862,-119.993
284,3.24819,-14.6136,2.5,24.8688,-79.9167,-148.211
285,3.74819,-14.6136,2.5,24.9452,-79.2596,126.489
286,4.24819,-14.6136,2.5,25.0313,-81.4631,139.528
287,4.74819,-14.6136,2.5,25.1271,-80.958,-108.136
288,5.24819,-14.6136,2.5,25.2324,-79.1833,141.337
289,5.74819,-14.6136,2.5,25.3471,-86.2757,68.1069
290,6.24819,-14.6136,2.5,25.4712,-80.6403,112.801
291,6.74819,-14.6136,2.5,25.6044,-80.7895,-139.653
292,7.24819,-14.6136,2.5,25.7466,-88.6203,176.794
293,7.74819,-14.6136,2.5,25.8977,-103.453,-72.2826
294,8.24819,-14.6136,2.5,26.0575,-103.524,148.696
295,8.74819,-14.6136,2.5,26.2259,-119.869,71.2867
296,9.24819,-14.6136,2.5,26.4027,-250.0,0.0
297,-27.2518,-14.1136,2.5,36.1602,-250.0,0.0
298,-26.7518,-14.1136,2.5,35.7891,-107.505,117.894
299,-26.2518,-14.1136,2.5,35.4213,-250.0,0.0
300,-25.7518,-14.1136,2.5,35.0567,-110.972,-146.731
301,-25.2518,-14.1136,2.5,34.6954,-144.026,149.898
302,-24.7518,-14.1136,2.5,34.3377,-109.759,-169.808
303,-24.2518,-14.1136,2.5,33.9836,-130.154,-178.184
304,-23.7518,-14.1136,2.5,33.6331,-111.68,58.7063
305,-23.2518,-14.1136,2.5,33.2865,-162.422,-121.894
306,-22.7518,-14.1136,2.5,32.9438,-122.764,-163.952
307,-22.2518,-14.1136,2.5,32.6052,-250.0,0.0
308,-21.7518,-14.1136,2.5,32.2707,-120.674,31.0372
309,-21.2518,-14.1136,2.5,31.9406,-135.105,77.4174
310,-20.7518,-14.1136,2.5,31.615,-250.0,0.0
311,-20.2518,-14.1136,2.5,31.294,-116.827,119.362
312,-19.7518,-14.1136,2.5,30.9777,-119.772,20.9108
313,-19.2518,-14.1136,2.5,30.6663,-250.0,0.0
314,-18.7518,-14.1136,2.5,30.3599,-250.0,0.0
315,-18.2518,-14.1136,2.5,30.0587,-113.88,160.513
316,-17.7518,-14.1136,2.5,29.7629,-121.937,76.1575
317,-17.2518,-14.1136,2.5,29.4726,-117.126,169.188
318,-16.7518,-14.1136,2.5,29.188,-109.963,104.418
319,-16.2518,-14.1136,2.5,28.9092,-112.953,165.345
320,-15.7518,-14.1136,2.5,28.6365,-115.552,155.239
321,-15.2518,-14.1136,2.5,28.3699,-136.807,-47.8271
322,-14.7518,-14.1136,2.5,28.1097,-114.113,178.425
323,-14.2518,-14.1136,2.5,27.856,-115.048,13.97
324,-13.7518,-14.1136,2.5,27.6091,-110.641,-169.647
325,-13.2518,-14.1136,2.5,27.3691,-108.668,-10.1512
326,-12.7518,-14.1136,2.5,27.1361,-107.12,125.268
327,-12.2518,-14.1136,2.5,26.9105,-106.493,163.124
328,-11.7518,-14.1136,2.5,26.6923,-113.472,40.14
329,-11.2518,-14.1136,2.5,26.4817,-95.4877,101.294
330,-10.7518,-14.1136,2.5,26.279,-95.2106,134.661
331,-10.2518,-14.1136,2.5,26.0843,-118.654,135.764
332,-9.75181,-14.1136,2.5,25.8978,-105.45,148.541
333,-9.25181,-14.1136,2.5,25.7196,-106.387,-173.807
334,-8.75181,-14.1136,2.5,25.55,-126.019,64.2614
335,-8.25181,-14.1136,2.5,25.3891,-150.377,11.6071
336,-7.75181,-14.1136,2.5,25.2371,-117.848,-44.4036
337,-7.25181,-14.1136,2.5,25.0941,-113.404,10.5924
338,-6.75181,-14.1136,2.5,24.9603,-90.1549,120.38
339,-6.25181,-14.1136,2.5,24.8359,-91.8284,-28.0523
340,-5.75181,-14.1136,2.5,24.7209,-84.5465,105.047
341,-5.25181,-14.1136,2.5,24.6156,-82.8783,-91.4232
342,-4.75181,-14.1136,2.5,24.52,-81.8026,137.031
343,-4.25181,-14.1136,2.5,24.4343,-84.6436,105.147
344,-3.75181,-14.1136,2.5,24.3586,-84.7128,113.496
345,-3.25181,-14.1136,2.5,24.2929,-84.899,-153.12
346,-2.75181,-14.1136,2.5,24.2373,-80.0642,11.9522
347,-2.25181,-14.1136,2.5,24.192,-80.4747,-153.112
348,-1.75181,-14.1136,2.5,24.1569,-81.4018,142.847
349,-1.25181,-14.1136,2.5,24.1321,-78.8929,153.276
350,-0.751808,-14.1136,2.5,24.1177,-78.7943,-125.688
351,-0.251808,-14.1136,2.5,24.1136,-93.615,28.3211
352,0.248192,-14.1136,2.5,24.1199,-81.635,165.399
353,0.748192,-14.1136,2.5,24.1366,-82.5084,-4.60608
354,1.24819,-14.1136,2.5,24.1636,-88.7016,-40.7071
355,1.74819,-14.1136,2.5,24.2009,-81.9985,-63.5934
356,2.24819,-14.1136,2.5,24.2484,-78.3122,41.2447
357,2.74819,-14.1136,2.5,24.3062,-80.9597,-130.557
358,3.24819,-14.1136,2.5,24.374,-79.2405,5.37683
359,3.74819,-14.1136,2.5,24.4519,-84.7474,-80.7162
360,4.24819,-14.1136,2.5,24.5398,-87.4536,-103.679
361,4.74819,-14.1136,2.5,24.6375,-78.3797,-16.8043
362,5.24819,-14.1136,2.5,24.7449,-86.179,160.458
363,5.74819,-14.1136,2.5,24.8619,-77.1587,18.3276
364,6.24819,-14.1136,2.5,24.9883,-84.0273,-19.601
365,6.74819,-14.1136,2.5,25.1241,-92.3141,69.7475
366,7.24819,-14.1136,2.5,25.269,-90.2466,-131.487
367,7.74819,-14.1136,2.5,25.423,-100.675,-46.7939
368,8.24819,-14.1136,2.5,25.5858,-104.089,-147.533
369,8.74819,-14.1136,2.5,25.7573,-114.321,97.3937
370,9.24819,-14.1136,2.5,25.9372,-250.0,0.0
371,-27.2518,-13.6136,2.5,35.8287,-250.0,0.0
372,-26.7518,-13.6136,2.5,35.4542,-116.54,-160.055
373,-26.2518,-13.6136,2.5,35.0828,-250.0,0.0
374,-25.7518,-13.6136,2.5,34.7146,-107.681,-65.7066
375,-25.2518,-13.6136,2.5,34.3498,-250.0,0.0
376,-24.7518,-13.6136,2.5,33.9884,-106.992,40.7217
377,-24.2518,-13.6136,2.5,33.6306,-143.734,-21.4087
378,-23.7518,-13.6136,2.5,33.2764,-108.076,25.6658
379,-23.2518,-13.6136,2.5,32.9261,-157.671,29.188
380,-22.7518,-13.6136,2.5,32.5796,-111.47,-111.281
381,-22.2518,-13.6136,2.5,32.2371,-250.0,0.0
382,-21.7518,-13.6136,2.5,31.8989,-121.286,23.8447
383,-21.2518,-13.6136,2.5,31.5649,-121.3,154.311
384,-20.7518,-13.6136,2.5,31.2353,-119.094,-162.839
385,-20.2518,-13.6136,2.5,30.9103,-250.0,0.0
386,-19.7518,-13.6136,2.5,30.5901,-250.0,0.0
387,-19.2518,-13.6136,2.5,30.2747,-110.414,-113.626
388,-18.7518,-13.6136,2.5,29.9643,-250.0,0.0
389,-18.2518,-13.6136,2.5,29.6591,-250.0,0.0
390,-17.7518,-13.6136,2.5,29.3593,-110.588,110.56
391,-17.2518,-13.6136,2.5,29.065,-117.937,170.966
392,-16.7518,-13.6136,2.5,28.7763,-108.42,90.0333
393,-16.2518,-13.6136,2.5,28.4935,-111.68,159.025
394,-15.7518,-13.6136,2.5,28.2167,-118.005,25.1599
395,-15.2518,-13.6136,2.5,27.9462,-115.619,-178.478
396,-14.7518,-13.6136,2.5,27.682,-112.492,11.5218
397,-14.2518,-13.6136,2.5,27.4244,-128.983,-67.2054
398,-13.7518,-13.6136,2.5,27.1735,-106.851,-48.8581
399,-13.2518,-13.6136,2.5,26.9296,-105.753,67.4053
400,-12.7518,-13.6136,2.5,26.6928,-104.988,167.067
401,-12.2518,-13.6136,2.5,26.4634,-103.071,-176.556
402,-11.7518,-13.6136,2.5,26.2415,-113.564,-62.6294
403,-11.2518,-13.6136,2.5,26.0273,-102.418,55.3863
404,-10.7518,-13.6136,2.5,25.821,-108.108,112.992
405,-10.2518,-13.6136,2.5,25.6228,-99.0348,17.3262
406,-9.75181,-13.6136,2.5,25.4329,-106.998,130.635
407,-9.25181,-13.6136,2.5,25.2514,-112.816,117.383
408,-8.75181,-13.6136,2.5,25.0786,-122.722,-104.45
409,-8.25181,-13.6136,2.5,24.9147,-132.915,-96.6281
410,-7.75181,-13.6136,2.5,24.7598,-119.66,-170.511
411,-7.25181,-13.6136,2.5,24.614,-89.2837,47.7929
412,-6.75181,-13.6136,2.5,24.4776,-90.7316,104.073
413,-6.25181,-13.6136,2.5,24.3507,-92.811,-77.7151
414,-5.75181,-13.6136,2.5,24.2335,-84.0889,134.408
415,-5.25181,-13.6136,2.5,24.126,-82.7471,-8.44812
416,-4.75181,-13.6136,2.5,24.0285,-81.8308,-79.1178
417,-4.25181,-13.6136,2.5,23.941,-83.7774,-83.572
418,-3.75181,-13.6136,2.5,23.8637,-83.1175,-18.0308
419,-3.25181,-13.6136,2.5,23.7966,-83.0655,110.91
420,-2.75181,-13.6136,2.5,23.7399,-84.6086,-48.0762
421,-2.25181,-13.6136,2.5,23.6936,-78.1206,-137.752
422,-1.75181,-13.6136,2.5,23.6578,-94.7658,144.514
423,-1.25181,-13.6136,2.5,23.6325,-82.4471,-153.553
424,-0.751808,-13.6136,2.5,23.6178,-79.8313,-99.1317
425,-0.251808,-13.6136,2.5,23.6136,-78.2701,13.9904
426,0.248192,-13.6136,2.5,23.6201,-88.0481,-136.242
427,0.748192,-13.6136,2.5,23.6371,-80.3348,-4.1818
428,1.24819,-13.6136,2.5,23.6646,-100.805,-26.3501
