N,X,Y,Z,Distance,Power (dBm),Phase (deg),Angle
613.0,-17.2518,-12.1136,2.5,27.86,-96.5934,121.613,-140
3234.0,-1.75181,5.38644,2.5,4.8349,-69.6087,-66.0671,-140
3189.0,-24.2518,5.38644,2.5,24.3865,-102.395,-100.86,-140
3342.0,-21.7518,6.38644,2.5,21.7484,-122.312,59.0905,-140
3167.0,1.74819,4.88644,2.5,5.51061,-70.443,-106.025,-140
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,-140
3489.0,-22.2518,7.38644,2.5,22.1012,-125.157,-24.4654,-140
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,-140
2276.0,0.248192,-1.11356,2.5,11.1274,-74.8804,-30.5536,-140
2223.0,-26.2518,-1.11356,2.5,28.2261,-106.673,-17.4361,-140
2235.0,-20.2518,-1.11356,2.5,22.8333,-93.1531,46.0728,-140
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,-140
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,-140
2018.0,-17.7518,-2.61356,2.5,21.5284,-91.9768,68.836,-140
2707.0,-6.25181,1.88644,2.5,10.0592,-76.0824,139.949,-140
2902.0,-19.7518,3.38644,2.5,20.54,-250.0,0.0,-140
2573.0,0.748192,0.886438,2.5,9.17429,-77.3098,123.678,-140
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,-140
2648.0,1.24819,1.38644,2.5,8.75259,-74.2405,40.1664,-140
2642.0,-1.75181,1.38644,2.5,8.73412,-75.9579,-146.135,-140
2633.0,-6.25181,1.38644,2.5,10.4666,-74.7071,-78.5551,-140
1052.0,-19.7518,-9.11356,2.5,27.2668,-110.19,-61.8424,-139
1218.0,-10.7518,-8.11356,2.5,20.9099,-90.3133,-83.3607,-139
1828.0,-1.75181,-4.11356,2.5,14.1875,-77.854,-72.1133,-139
1756.0,-0.751808,-4.61356,2.5,14.6204,-76.7022,57.4141,-139
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,-139
1530.0,-2.75181,-6.11356,2.5,16.2982,-83.226,-59.0255,-139
1701.0,8.74819,-5.11356,2.5,17.6179,-96.2567,150.603,-139
258.0,-9.75181,-14.6136,2.5,26.3639,-100.164,-37.9399,-139
478.0,-10.7518,-13.1136,2.5,25.3645,-94.5877,-127.042,-139
475.0,-12.2518,-13.1136,2.5,26.0182,-91.4241,128.496,-139
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,-139
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7582,-134.68,-139
853.0,-8.25181,-10.6136,2.5,22.0921,-85.6679,-176.129,-139
774.0,-10.7518,-11.1136,2.5,23.5564,-91.8942,157.398,-139
917.0,-13.2518,-10.1136,2.5,23.9198,-95.9617,147.949,-139
613.0,-17.2518,-12.1136,2.5,27.86,-99.1095,16.4463,-139
693.0,-14.2518,-11.6136,2.5,25.7224,-92.9484,8.12053,-139
715.0,-3.25181,-11.6136,2.5,21.8134,-79.0277,45.0025,-139
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,-139
3234.0,-1.75181,5.38644,2.5,4.8349,-69.6087,-66.0671,-139
3189.0,-24.2518,5.38644,2.5,24.3865,-105.438,-86.6355,-139
3342.0,-21.7518,6.38644,2.5,21.7484,-127.478,86.5712,-139
3167.0,1.74819,4.88644,2.5,5.51061,-70.443,-106.025,-139
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,-139
3489.0,-22.2518,7.38644,2.5,22.1012,-103.433,-118.337,-139
2276.0,0.248192,-1.11356,2.5,11.1274,-74.8804,-30.5536,-139
2223.0,-26.2518,-1.11356,2.5,28.2261,-139.794,-111.875,-139
2235.0,-20.2518,-1.11356,2.5,22.8333,-92.6651,-109.302,-139
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,-139
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,-139
2018.0,-17.7518,-2.61356,2.5,21.5284,-250.0,0.0,-139
2707.0,-6.25181,1.88644,2.5,10.0592,-75.3214,135.699,-139
2902.0,-19.7518,3.38644,2.5,20.54,-111.53,167.653,-139
2573.0,0.748192,0.886438,2.5,9.17429,-77.3098,123.678,-139
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,-139
2648.0,1.24819,1.38644,2.5,8.75259,-74.2405,40.1664,-139
2642.0,-1.75181,1.38644,2.5,8.73412,-75.9579,-146.135,-139
2633.0,-6.25181,1.38644,2.5,10.4666,-73.9831,-68.0118,-139
1052.0,-19.7518,-9.11356,2.5,27.2668,-97.3998,51.8222,-138
1218.0,-10.7518,-8.11356,2.5,20.9099,-88.8393,60.5207,-138
1828.0,-1.75181,-4.11356,2.5,14.1875,-77.854,-72.1133,-138
1756.0,-0.751808,-4.61356,2.5,14.6204,-76.7022,57.4141,-138
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,-138
1530.0,-2.75181,-6.11356,2.5,16.2982,-80.4019,-82.9331,-138
1701.0,8.74819,-5.11356,2.5,17.6179,-96.2567,150.603,-138
258.0,-9.75181,-14.6136,2.5,26.3639,-100.164,-37.9399,-138
478.0,-10.7518,-13.1136,2.5,25.3645,-101.294,-26.1958,-138
475.0,-12.2518,-13.1136,2.5,26.0182,-114.119,-95.8788,-138
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,-138
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7582,-134.68,-138
853.0,-8.25181,-10.6136,2.5,22.0921,-95.3106,-119.844,-138
774.0,-10.7518,-11.1136,2.5,23.5564,-94.6698,72.518,-138
917.0,-13.2518,-10.1136,2.5,23.9198,-97.2589,173.274,-138
693.0,-14.2518,-11.6136,2.5,25.7224,-94.7324,29.0701,-138
715.0,-3.25181,-11.6136,2.5,21.8134,-78.8684,48.333,-138
613.0,-17.2518,-12.1136,2.5,27.86,-99.9396,129.049,-138
3234.0,-1.75181,5.38644,2.5,4.8349,-69.6087,-66.0671,-138
3342.0,-21.7518,6.38644,2.5,21.7484,-105.034,71.5047,-138
3189.0,-24.2518,5.38644,2.5,24.3865,-110.584,51.2156,-138
3167.0,1.74819,4.88644,2.5,5.51061,-70.443,-106.025,-138
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,-138
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,-138
3489.0,-22.2518,7.38644,2.5,22.1012,-105.337,67.9132,-138
2276.0,0.248192,-1.11356,2.5,11.1274,-74.8804,-30.5536,-138
2235.0,-20.2518,-1.11356,2.5,22.8333,-93.4175,-174.103,-138
2223.0,-26.2518,-1.11356,2.5,28.2261,-114.226,119.287,-138
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,-138
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,-138
2018.0,-17.7518,-2.61356,2.5,21.5284,-114.563,-85.4505,-138
2707.0,-6.25181,1.88644,2.5,10.0592,-75.3328,135.781,-138
2902.0,-19.7518,3.38644,2.5,20.54,-250.0,0.0,-138
2573.0,0.748192,0.886438,2.5,9.17429,-77.3098,123.678,-138
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,-138
2648.0,1.24819,1.38644,2.5,8.75259,-74.2405,40.1664,-138
2642.0,-1.75181,1.38644,2.5,8.73412,-75.9579,-146.135,-138
2633.0,-6.25181,1.38644,2.5,10.4666,-73.0664,-69.6927,-138
1052.0,-19.7518,-9.11356,2.5,27.2668,-102.084,117.977,-137
1218.0,-10.7518,-8.11356,2.5,20.9099,-88.3272,-79.7109,-137
1828.0,-1.75181,-4.11356,2.5,14.1875,-77.854,-72.1133,-137
1756.0,-0.751808,-4.61356,2.5,14.6204,-76.7022,57.4141,-137
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,-137
1530.0,-2.75181,-6.11356,2.5,16.2982,-77.6061,-63.025,-137
1701.0,8.74819,-5.11356,2.5,17.6179,-96.2567,150.603,-137
258.0,-9.75181,-14.6136,2.5,26.3639,-100.164,-37.9399,-137
478.0,-10.7518,-13.1136,2.5,25.3645,-92.1271,127.824,-137
475.0,-12.2518,-13.1136,2.5,26.0182,-94.8933,176.455,-137
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,-137
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7582,-134.68,-137
853.0,-8.25181,-10.6136,2.5,22.0921,-85.8448,3.11237,-137
774.0,-10.7518,-11.1136,2.5,23.5564,-109.435,165.706,-137
917.0,-13.2518,-10.1136,2.5,23.9198,-97.0437,-53.8501,-137
693.0,-14.2518,-11.6136,2.5,25.7224,-95.2482,-161.805,-137
715.0,-3.25181,-11.6136,2.5,21.8134,-78.9464,62.778,-137
613.0,-17.2518,-12.1136,2.5,27.86,-103.102,48.3398,-137
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,-137
3234.0,-1.75181,5.38644,2.5,4.8349,-69.6087,-66.0671,-137
3189.0,-24.2518,5.38644,2.5,24.3865,-139.146,-42.3795,-137
3342.0,-21.7518,6.38644,2.5,21.7484,-104.088,-141.438,-137
3167.0,1.74819,4.88644,2.5,5.51061,-70.443,-106.025,-137
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,-137
3489.0,-22.2518,7.38644,2.5,22.1012,-107.87,9.70943,-137
2276.0,0.248192,-1.11356,2.5,11.1274,-74.8804,-30.5536,-137
2223.0,-26.2518,-1.11356,2.5,28.2261,-119.875,-35.0301,-137
2235.0,-20.2518,-1.11356,2.5,22.8333,-93.3389,-123.96,-137
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,-137
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,-137
2018.0,-17.7518,-2.61356,2.5,21.5284,-250.0,0.0,-137
2707.0,-6.25181,1.88644,2.5,10.0592,-76.4672,130.915,-137
2902.0,-19.7518,3.38644,2.5,20.54,-119.294,-104.424,-137
2573.0,0.748192,0.886438,2.5,9.17429,-77.3098,123.678,-137
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,-137
2648.0,1.24819,1.38644,2.5,8.75259,-74.2405,40.1664,-137
2642.0,-1.75181,1.38644,2.5,8.73412,-75.9579,-146.135,-137
2633.0,-6.25181,1.38644,2.5,10.4666,-72.9276,-70.7102,-137
1052.0,-19.7518,-9.11356,2.5,27.2668,-97.8634,51.0087,-136
1218.0,-10.7518,-8.11356,2.5,20.9099,-89.0053,-148.969,-136
1828.0,-1.75181,-4.11356,2.5,14.1875,-77.854,-72.1133,-136
1756.0,-0.751808,-4.61356,2.5,14.6204,-76.7022,57.4141,-136
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,-136
1530.0,-2.75181,-6.11356,2.5,16.2982,-82.3509,-50.436,-136
1701.0,8.74819,-5.11356,2.5,17.6179,-96.2567,150.603,-136
258.0,-9.75181,-14.6136,2.5,26.3639,-100.164,-37.9399,-136
478.0,-10.7518,-13.1136,2.5,25.3645,-98.5165,-93.0896,-136
475.0,-12.2518,-13.1136,2.5,26.0182,-94.9418,156.036,-136
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,-136
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7582,-134.68,-136
853.0,-8.25181,-10.6136,2.5,22.0921,-86.4536,-117.244,-136
774.0,-10.7518,-11.1136,2.5,23.5564,-99.785,152.544,-136
917.0,-13.2518,-10.1136,2.5,23.9198,-93.0047,79.67,-136
613.0,-17.2518,-12.1136,2.5,27.86,-102.266,18.1988,-136
693.0,-14.2518,-11.6136,2.5,25.7224,-96.0098,43.645,-136
715.0,-3.25181,-11.6136,2.5,21.8134,-81.7356,84.2068,-136
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,-136
3234.0,-1.75181,5.38644,2.5,4.8349,-69.6087,-66.0671,-136
3189.0,-24.2518,5.38644,2.5,24.3865,-115.155,149.817,-136
3342.0,-21.7518,6.38644,2.5,21.7484,-101.331,147.775,-136
3167.0,1.74819,4.88644,2.5,5.51061,-70.443,-106.025,-136
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,-136
3489.0,-22.2518,7.38644,2.5,22.1012,-112.985,56.1369,-136
2276.0,0.248192,-1.11356,2.5,11.1274,-74.8804,-30.5536,-136
2223.0,-26.2518,-1.11356,2.5,28.2261,-117.752,-175.94,-136
2235.0,-20.2518,-1.11356,2.5,22.8333,-92.5796,11.5325,-136
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,-136
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,-136
2018.0,-17.7518,-2.61356,2.5,21.5284,-250.0,0.0,-136
2707.0,-6.25181,1.88644,2.5,10.0592,-76.4672,130.915,-136
2902.0,-19.7518,3.38644,2.5,20.54,-118.208,-98.1282,-136
2573.0,0.748192,0.886438,2.5,9.17429,-77.3098,123.678,-136
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,-136
2648.0,1.24819,1.38644,2.5,8.75259,-74.2405,40.1664,-136
2642.0,-1.75181,1.38644,2.5,8.73412,-75.9579,-146.135,-136
2633.0,-6.25181,1.38644,2.5,10.4666,-73.7135,-74.9494,-136
1052.0,-19.7518,-9.11356,2.5,27.2668,-97.555,39.3272,-135
1218.0,-10.7518,-8.11356,2.5,20.9099,-91.1206,-146.508,-135
1828.0,-1.75181,-4.11356,2.5,14.1875,-77.854,-72.1133,-135
1756.0,-0.751808,-4.61356,2.5,14.6204,-76.7022,57.4141,-135
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,-135
1530.0,-2.75181,-6.11356,2.5,16.2982,-78.2501,-76.0163,-135
1701.0,8.74819,-5.11356,2.5,17.6179,-96.2567,150.603,-135
258.0,-9.75181,-14.6136,2.5,26.3639,-100.164,-37.9399,-135
478.0,-10.7518,-13.1136,2.5,25.3645,-91.992,172.955,-135
475.0,-12.2518,-13.1136,2.5,26.0182,-97.4792,150.642,-135
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,-135
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7582,-134.68,-135
853.0,-8.25181,-10.6136,2.5,22.0921,-93.3161,152.374,-135
774.0,-10.7518,-11.1136,2.5,23.5564,-87.7117,177.545,-135
917.0,-13.2518,-10.1136,2.5,23.9198,-96.3867,-25.3439,-135
693.0,-14.2518,-11.6136,2.5,25.7224,-95.9556,-44.9373,-135
715.0,-3.25181,-11.6136,2.5,21.8134,-88.4062,37.1457,-135
613.0,-17.2518,-12.1136,2.5,27.86,-104.938,-49.7676,-135
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,-135
3234.0,-1.75181,5.38644,2.5,4.8349,-69.6087,-66.0671,-135
3189.0,-24.2518,5.38644,2.5,24.3865,-106.88,-109.394,-135
3342.0,-21.7518,6.38644,2.5,21.7484,-101.442,-175.016,-135
3167.0,1.74819,4.88644,2.5,5.51061,-70.443,-106.025,-135
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,-135
3489.0,-22.2518,7.38644,2.5,22.1012,-117.488,3.71373,-135
2276.0,0.248192,-1.11356,2.5,11.1274,-74.8804,-30.5536,-135
2235.0,-20.2518,-1.11356,2.5,22.8333,-93.4177,-104.525,-135
2223.0,-26.2518,-1.11356,2.5,28.2261,-94.9284,141.034,-135
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,-135
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,-135
2018.0,-17.7518,-2.61356,2.5,21.5284,-116.639,6.636,-135
2707.0,-6.25181,1.88644,2.5,10.0592,-76.4672,130.915,-135
2902.0,-19.7518,3.38644,2.5,20.54,-106.516,-44.0083,-135
2573.0,0.748192,0.886438,2.5,9.17429,-77.3098,123.678,-135
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,-135
2648.0,1.24819,1.38644,2.5,8.75259,-74.2405,40.1664,-135
2642.0,-1.75181,1.38644,2.5,8.73412,-75.9579,-146.135,-135
2633.0,-6.25181,1.38644,2.5,10.4666,-73.7135,-74.9494,-135
1052.0,-19.7518,-9.11356,2.5,27.2668,-96.1296,82.9893,-134
1218.0,-10.7518,-8.11356,2.5,20.9099,-95.7988,-59.2833,-134
1828.0,-1.75181,-4.11356,2.5,14.1875,-77.854,-72.1133,-134
1756.0,-0.751808,-4.61356,2.5,14.6204,-76.7022,57.4141,-134
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,-134
1530.0,-2.75181,-6.11356,2.5,16.2982,-81.8421,-48.2316,-134
1701.0,8.74819,-5.11356,2.5,17.6179,-96.2567,150.603,-134
258.0,-9.75181,-14.6136,2.5,26.3639,-100.164,-37.9399,-134
478.0,-10.7518,-13.1136,2.5,25.3645,-93.2522,129.784,-134
475.0,-12.2518,-13.1136,2.5,26.0182,-96.9736,135.931,-134
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,-134
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7582,-134.68,-134
853.0,-8.25181,-10.6136,2.5,22.0921,-91.7927,70.4867,-134
774.0,-10.7518,-11.1136,2.5,23.5564,-94.3565,-75.2101,-134
917.0,-13.2518,-10.1136,2.5,23.9198,-102.202,-101.153,-134
693.0,-14.2518,-11.6136,2.5,25.7224,-96.3538,-67.0738,-134
715.0,-3.25181,-11.6136,2.5,21.8134,-79.1104,43.717,-134
613.0,-17.2518,-12.1136,2.5,27.86,-100.117,-44.7618,-134
3234.0,-1.75181,5.38644,2.5,4.8349,-69.6087,-66.0671,-134
3342.0,-21.7518,6.38644,2.5,21.7484,-99.6704,-40.5012,-134
3189.0,-24.2518,5.38644,2.5,24.3865,-104.201,104.832,-134
3167.0,1.74819,4.88644,2.5,5.51061,-70.443,-106.025,-134
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,-134
3489.0,-22.2518,7.38644,2.5,22.1012,-110.871,-53.0099,-134
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,-134
2276.0,0.248192,-1.11356,2.5,11.1274,-74.8804,-30.5536,-134
2235.0,-20.2518,-1.11356,2.5,22.8333,-93.6267,-133.855,-134
2223.0,-26.2518,-1.11356,2.5,28.2261,-93.4859,-75.2127,-134
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,-134
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,-134
2018.0,-17.7518,-2.61356,2.5,21.5284,-119.789,-132.179,-134
2707.0,-6.25181,1.88644,2.5,10.0592,-76.4672,130.915,-134
2902.0,-19.7518,3.38644,2.5,20.54,-110.425,46.7899,-134
2573.0,0.748192,0.886438,2.5,9.17429,-77.3098,123.678,-134
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,-134
2648.0,1.24819,1.38644,2.5,8.75259,-74.2405,40.1664,-134
2642.0,-1.75181,1.38644,2.5,8.73412,-75.9579,-146.135,-134
2633.0,-6.25181,1.38644,2.5,10.4666,-73.7135,-74.9494,-134
1052.0,-19.7518,-9.11356,2.5,27.2668,-105.309,-140.624,-133
1218.0,-10.7518,-8.11356,2.5,20.9099,-94.6067,141.909,-133
1828.0,-1.75181,-4.11356,2.5,14.1875,-77.854,-72.1133,-133
1756.0,-0.751808,-4.61356,2.5,14.6204,-76.7022,57.4141,-133
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,-133
1530.0,-2.75181,-6.11356,2.5,16.2982,-77.7032,-68.8136,-133
1701.0,8.74819,-5.11356,2.5,17.6179,-96.2567,150.603,-133
258.0,-9.75181,-14.6136,2.5,26.3639,-100.164,-37.9399,-133
478.0,-10.7518,-13.1136,2.5,25.3645,-95.1215,118.015,-133
475.0,-12.2518,-13.1136,2.5,26.0182,-97.0546,170.238,-133
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,-133
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7582,-134.68,-133
853.0,-8.25181,-10.6136,2.5,22.0921,-88.0128,101.753,-133
774.0,-10.7518,-11.1136,2.5,23.5564,-88.0313,127.072,-133
917.0,-13.2518,-10.1136,2.5,23.9198,-91.4274,17.7673,-133
613.0,-17.2518,-12.1136,2.5,27.86,-96.7234,22.4536,-133
693.0,-14.2518,-11.6136,2.5,25.7224,-97.4947,-28.4634,-133
715.0,-3.25181,-11.6136,2.5,21.8134,-84.453,87.2387,-133
3189.0,-24.2518,5.38644,2.5,24.3865,-101.927,73.2919,-133
3234.0,-1.75181,5.38644,2.5,4.8349,-69.6087,-66.0671,-133
3342.0,-21.7518,6.38644,2.5,21.7484,-99.3512,-155.045,-133
3167.0,1.74819,4.88644,2.5,5.51061,-70.443,-106.025,-133
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,-133
3489.0,-22.2518,7.38644,2.5,22.1012,-107.889,-51.0373,-133
2276.0,0.248192,-1.11356,2.5,11.1274,-74.8804,-30.5536,-133
2223.0,-26.2518,-1.11356,2.5,28.2261,-96.6433,-153.533,-133
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,-133
2235.0,-20.2518,-1.11356,2.5,22.8333,-93.2982,-71.1889,-133
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,-133
2018.0,-17.7518,-2.61356,2.5,21.5284,-250.0,0.0,-133
2707.0,-6.25181,1.88644,2.5,10.0592,-76.4672,130.915,-133
2902.0,-19.7518,3.38644,2.5,20.54,-117.994,-114.893,-133
2573.0,0.748192,0.886438,2.5,9.17429,-77.3098,123.678,-133
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,-133
2648.0,1.24819,1.38644,2.5,8.75259,-74.2405,40.1664,-133
2642.0,-1.75181,1.38644,2.5,8.73412,-75.9579,-146.135,-133
2633.0,-6.25181,1.38644,2.5,10.4666,-73.7135,-74.9494,-133
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,-133
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,-132
1052.0,-19.7518,-9.11356,2.5,27.2668,-96.1073,99.6666,-132
1218.0,-10.7518,-8.11356,2.5,20.9099,-88.573,-9.86666,-132
1828.0,-1.75181,-4.11356,2.5,14.1875,-77.854,-72.1133,-132
1756.0,-0.751808,-4.61356,2.5,14.6204,-76.7022,57.4141,-132
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,-132
1530.0,-2.75181,-6.11356,2.5,16.2982,-82.7489,-75.0558,-132
1701.0,8.74819,-5.11356,2.5,17.6179,-96.2567,150.603,-132
258.0,-9.75181,-14.6136,2.5,26.3639,-100.164,-37.9399,-132
478.0,-10.7518,-13.1136,2.5,25.3645,-95.4199,133.875,-132
475.0,-12.2518,-13.1136,2.5,26.0182,-96.8246,99.4158,-132
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,-132
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7582,-134.68,-132
853.0,-8.25181,-10.6136,2.5,22.0921,-87.2538,-160.944,-132
774.0,-10.7518,-11.1136,2.5,23.5564,-86.6722,58.1327,-132
917.0,-13.2518,-10.1136,2.5,23.9198,-92.3846,-165.128,-132
613.0,-17.2518,-12.1136,2.5,27.86,-100.995,165.786,-132
693.0,-14.2518,-11.6136,2.5,25.7224,-98.9796,67.3638,-132
715.0,-3.25181,-11.6136,2.5,21.8134,-79.4715,38.9507,-132
3189.0,-24.2518,5.38644,2.5,24.3865,-100.375,137.311,-132
3234.0,-1.75181,5.38644,2.5,4.8349,-69.6087,-66.0671,-132
3342.0,-21.7518,6.38644,2.5,21.7484,-101.559,172.256,-132
3167.0,1.74819,4.88644,2.5,5.51061,-70.443,-106.025,-132
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,-132
3489.0,-22.2518,7.38644,2.5,22.1012,-104.52,53.9778,-132
2276.0,0.248192,-1.11356,2.5,11.1274,-74.8804,-30.5536,-132
2223.0,-26.2518,-1.11356,2.5,28.2261,-92.9727,-159.486,-132
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,-132
2235.0,-20.2518,-1.11356,2.5,22.8333,-93.0428,69.7701,-132
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,-132
2018.0,-17.7518,-2.61356,2.5,21.5284,-250.0,0.0,-132
2707.0,-6.25181,1.88644,2.5,10.0592,-76.4672,130.915,-132
2902.0,-19.7518,3.38644,2.5,20.54,-127.376,53.0709,-132
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,-132
2648.0,1.24819,1.38644,2.5,8.75259,-74.2405,40.1664,-132
2642.0,-1.75181,1.38644,2.5,8.73412,-75.9579,-146.135,-132
2633.0,-6.25181,1.38644,2.5,10.4666,-73.7135,-74.9494,-132
2573.0,0.748192,0.886438,2.5,9.17429,-77.3098,123.678,-132
1052.0,-19.7518,-9.11356,2.5,27.2668,-97.3303,63.6629,-131
1218.0,-10.7518,-8.11356,2.5,20.9099,-87.2363,-118.162,-131
1828.0,-1.75181,-4.11356,2.5,14.1875,-77.854,-72.1133,-131
1756.0,-0.751808,-4.61356,2.5,14.6204,-76.7022,57.4141,-131
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,-131
1530.0,-2.75181,-6.11356,2.5,16.2982,-79.9996,-64.3342,-131
1701.0,8.74819,-5.11356,2.5,17.6179,-96.2567,150.603,-131
258.0,-9.75181,-14.6136,2.5,26.3639,-100.164,-37.9399,-131
478.0,-10.7518,-13.1136,2.5,25.3645,-96.8282,165.216,-131
475.0,-12.2518,-13.1136,2.5,26.0182,-97.7301,-159.8,-131
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,-131
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7582,-134.68,-131
853.0,-8.25181,-10.6136,2.5,22.0921,-87.5262,-7.52052,-131
774.0,-10.7518,-11.1136,2.5,23.5564,-91.3178,16.5113,-131
917.0,-13.2518,-10.1136,2.5,23.9198,-88.1774,71.3716,-131
693.0,-14.2518,-11.6136,2.5,25.7224,-100.918,-133.79,-131
715.0,-3.25181,-11.6136,2.5,21.8134,-88.5783,70.1445,-131
613.0,-17.2518,-12.1136,2.5,27.86,-97.4075,23.5618,-131
3189.0,-24.2518,5.38644,2.5,24.3865,-99.906,-71.8987,-131
3234.0,-1.75181,5.38644,2.5,4.8349,-69.6087,-66.0671,-131
3342.0,-21.7518,6.38644,2.5,21.7484,-98.2774,-89.2032,-131
3167.0,1.74819,4.88644,2.5,5.51061,-70.443,-106.025,-131
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,-131
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,-131
3489.0,-22.2518,7.38644,2.5,22.1012,-127.657,114.114,-131
2276.0,0.248192,-1.11356,2.5,11.1274,-74.8804,-30.5536,-131
2223.0,-26.2518,-1.11356,2.5,28.2261,-93.6648,-94.7649,-131
2235.0,-20.2518,-1.11356,2.5,22.8333,-93.2879,-56.3123,-131
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,-131
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,-131
2018.0,-17.7518,-2.61356,2.5,21.5284,-124.879,70.3576,-131
2707.0,-6.25181,1.88644,2.5,10.0592,-76.4672,130.915,-131
2902.0,-19.7518,3.38644,2.5,20.54,-115.57,10.7372,-131
2573.0,0.748192,0.886438,2.5,9.17429,-77.3098,123.678,-131
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,-131
