N,X,Y,Z,Distance,Power (dBm),Phase (deg),Angle
2276.0,0.248192,-1.11356,2.5,11.1274,-74.8804,-30.5536,114
2223.0,-26.2518,-1.11356,2.5,28.2261,-105.23,154.158,114
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,114
2235.0,-20.2518,-1.11356,2.5,22.8333,-118.919,19.8783,114
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,114
2018.0,-17.7518,-2.61356,2.5,21.5284,-250.0,0.0,114
2707.0,-6.25181,1.88644,2.5,10.0592,-76.4672,130.915,114
2902.0,-19.7518,3.38644,2.5,20.54,-250.0,0.0,114
2573.0,0.748192,0.886438,2.5,9.17429,-77.2299,126.52,114
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,114
2648.0,1.24819,1.38644,2.5,8.75259,-74.2405,40.1664,114
2642.0,-1.75181,1.38644,2.5,8.73412,-76.185,-144.207,114
2633.0,-6.25181,1.38644,2.5,10.4666,-73.331,-75.373,114
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,114
2633.0,-6.25181,1.38644,2.5,10.4666,-73.5624,-77.5444,115
2642.0,-1.75181,1.38644,2.5,8.73412,-75.9579,-146.135,115
2648.0,1.24819,1.38644,2.5,8.75259,-74.5237,39.4031,115
2654.0,4.24819,1.38644,2.5,9.74326,-76.3763,-81.9773,115
2573.0,0.748192,0.886438,2.5,9.17429,-77.6506,125.59,115
2902.0,-19.7518,3.38644,2.5,20.54,-250.0,0.0,115
2707.0,-6.25181,1.88644,2.5,10.0592,-76.4672,130.915,115
2018.0,-17.7518,-2.61356,2.5,21.5284,-112.132,148.174,115
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,115
2235.0,-20.2518,-1.11356,2.5,22.8333,-118.919,19.8783,115
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,115
2223.0,-26.2518,-1.11356,2.5,28.2261,-150.133,-148.602,115
2276.0,0.248192,-1.11356,2.5,11.1274,-74.8804,-30.5536,115
3489.0,-22.2518,7.38644,2.5,22.1012,-250.0,0.0,115
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,115
3167.0,1.74819,4.88644,2.5,5.51061,-70.443,-106.025,115
3342.0,-21.7518,6.38644,2.5,21.7484,-250.0,0.0,115
3234.0,-1.75181,5.38644,2.5,4.8349,-69.6087,-66.0671,115
3189.0,-24.2518,5.38644,2.5,24.3865,-250.0,0.0,115
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,115
715.0,-3.25181,-11.6136,2.5,21.8134,-81.7744,56.7732,115
693.0,-14.2518,-11.6136,2.5,25.7224,-123.599,-132.98,115
613.0,-17.2518,-12.1136,2.5,27.86,-108.823,23.9274,115
917.0,-13.2518,-10.1136,2.5,23.9198,-104.293,51.5863,115
774.0,-10.7518,-11.1136,2.5,23.5564,-96.5426,123.004,115
853.0,-8.25181,-10.6136,2.5,22.0921,-114.472,-124.25,115
121.0,-4.25181,-15.6136,2.5,25.9158,-86.1097,-130.54,115
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,115
475.0,-12.2518,-13.1136,2.5,26.0182,-98.2955,142.085,115
478.0,-10.7518,-13.1136,2.5,25.3645,-100.517,161.205,115
258.0,-9.75181,-14.6136,2.5,26.3639,-101.637,-31.6643,115
1701.0,8.74819,-5.11356,2.5,17.6179,-91.6176,-101.822,115
1530.0,-2.75181,-6.11356,2.5,16.2982,-80.04,-63.6251,115
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,115
1756.0,-0.751808,-4.61356,2.5,14.6204,-75.9564,60.1407,115
1828.0,-1.75181,-4.11356,2.5,14.1875,-76.9325,-73.3597,115
1218.0,-10.7518,-8.11356,2.5,20.9099,-110.107,-167.881,115
1052.0,-19.7518,-9.11356,2.5,27.2668,-114.117,145.519,115
2633.0,-6.25181,1.38644,2.5,10.4666,-73.8896,-77.7235,116
2642.0,-1.75181,1.38644,2.5,8.73412,-75.9043,-146.786,116
2648.0,1.24819,1.38644,2.5,8.75259,-73.9778,41.0448,116
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,116
2573.0,0.748192,0.886438,2.5,9.17429,-77.6068,121.497,116
2902.0,-19.7518,3.38644,2.5,20.54,-250.0,0.0,116
2707.0,-6.25181,1.88644,2.5,10.0592,-76.4672,130.915,116
2018.0,-17.7518,-2.61356,2.5,21.5284,-250.0,0.0,116
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,116
2235.0,-20.2518,-1.11356,2.5,22.8333,-119.971,25.8081,116
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,116
2223.0,-26.2518,-1.11356,2.5,28.2261,-250.0,0.0,116
2276.0,0.248192,-1.11356,2.5,11.1274,-74.8804,-30.5536,116
3489.0,-22.2518,7.38644,2.5,22.1012,-250.0,0.0,116
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,116
3167.0,1.74819,4.88644,2.5,5.51061,-70.6098,-105.519,116
3342.0,-21.7518,6.38644,2.5,21.7484,-250.0,0.0,116
3234.0,-1.75181,5.38644,2.5,4.8349,-69.6087,-66.0671,116
3189.0,-24.2518,5.38644,2.5,24.3865,-250.0,0.0,116
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,116
715.0,-3.25181,-11.6136,2.5,21.8134,-82.0867,59.1367,116
693.0,-14.2518,-11.6136,2.5,25.7224,-123.713,-133.362,116
613.0,-17.2518,-12.1136,2.5,27.86,-106.642,43.2631,116
917.0,-13.2518,-10.1136,2.5,23.9198,-103.902,56.4533,116
774.0,-10.7518,-11.1136,2.5,23.5564,-97.5309,122.557,116
853.0,-8.25181,-10.6136,2.5,22.0921,-113.788,-110.86,116
121.0,-4.25181,-15.6136,2.5,25.9158,-85.428,-130.343,116
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,116
478.0,-10.7518,-13.1136,2.5,25.3645,-100.407,159.541,116
475.0,-12.2518,-13.1136,2.5,26.0182,-98.2903,142.088,116
258.0,-9.75181,-14.6136,2.5,26.3639,-98.883,-31.4917,116
1701.0,8.74819,-5.11356,2.5,17.6179,-90.6342,174.423,116
1530.0,-2.75181,-6.11356,2.5,16.2982,-79.191,-63.5325,116
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,116
1756.0,-0.751808,-4.61356,2.5,14.6204,-77.6258,57.0219,116
1828.0,-1.75181,-4.11356,2.5,14.1875,-78.6703,-67.9893,116
1218.0,-10.7518,-8.11356,2.5,20.9099,-138.374,-22.9996,116
1052.0,-19.7518,-9.11356,2.5,27.2668,-104.566,79.8679,116
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,117
1052.0,-19.7518,-9.11356,2.5,27.2668,-100.1,97.167,117
1218.0,-10.7518,-8.11356,2.5,20.9099,-107.744,47.8103,117
1828.0,-1.75181,-4.11356,2.5,14.1875,-76.5789,-73.3105,117
1756.0,-0.751808,-4.61356,2.5,14.6204,-76.2884,57.7199,117
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,117
1530.0,-2.75181,-6.11356,2.5,16.2982,-79.4023,-56.2208,117
1701.0,8.74819,-5.11356,2.5,17.6179,-97.5057,110.728,117
258.0,-9.75181,-14.6136,2.5,26.3639,-98.9218,-44.9931,117
478.0,-10.7518,-13.1136,2.5,25.3645,-98.8006,151.416,117
475.0,-12.2518,-13.1136,2.5,26.0182,-98.3094,142.213,117
121.0,-4.25181,-15.6136,2.5,25.9158,-85.0368,-133.447,117
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,117
853.0,-8.25181,-10.6136,2.5,22.0921,-122.646,74.2905,117
774.0,-10.7518,-11.1136,2.5,23.5564,-97.4389,116.643,117
917.0,-13.2518,-10.1136,2.5,23.9198,-102.793,48.1522,117
613.0,-17.2518,-12.1136,2.5,27.86,-109.66,32.2818,117
693.0,-14.2518,-11.6136,2.5,25.7224,-123.211,-134.558,117
715.0,-3.25181,-11.6136,2.5,21.8134,-82.2617,57.2756,117
3189.0,-24.2518,5.38644,2.5,24.3865,-250.0,0.0,117
3234.0,-1.75181,5.38644,2.5,4.8349,-69.6466,-64.9562,117
3342.0,-21.7518,6.38644,2.5,21.7484,-250.0,0.0,117
3167.0,1.74819,4.88644,2.5,5.51061,-70.443,-106.025,117
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,117
3489.0,-22.2518,7.38644,2.5,22.1012,-250.0,0.0,117
2276.0,0.248192,-1.11356,2.5,11.1274,-74.8804,-30.5536,117
2223.0,-26.2518,-1.11356,2.5,28.2261,-105.006,68.98,117
2235.0,-20.2518,-1.11356,2.5,22.8333,-118.919,19.8783,117
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,117
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,117
2018.0,-17.7518,-2.61356,2.5,21.5284,-250.0,0.0,117
2707.0,-6.25181,1.88644,2.5,10.0592,-76.4672,130.915,117
2902.0,-19.7518,3.38644,2.5,20.54,-250.0,0.0,117
2573.0,0.748192,0.886438,2.5,9.17429,-77.3009,124.109,117
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,117
2648.0,1.24819,1.38644,2.5,8.75259,-74.2405,40.1664,117
2642.0,-1.75181,1.38644,2.5,8.73412,-75.774,-147.462,117
2633.0,-6.25181,1.38644,2.5,10.4666,-74.0645,-77.1551,117
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,118
2633.0,-6.25181,1.38644,2.5,10.4666,-74.0753,-77.2926,118
2642.0,-1.75181,1.38644,2.5,8.73412,-75.9954,-148.58,118
2648.0,1.24819,1.38644,2.5,8.75259,-74.2405,40.1664,118
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,118
2573.0,0.748192,0.886438,2.5,9.17429,-77.3098,123.678,118
2902.0,-19.7518,3.38644,2.5,20.54,-250.0,0.0,118
2707.0,-6.25181,1.88644,2.5,10.0592,-76.4672,130.915,118
2018.0,-17.7518,-2.61356,2.5,21.5284,-250.0,0.0,118
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,118
2235.0,-20.2518,-1.11356,2.5,22.8333,-106.744,92.754,118
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,118
2223.0,-26.2518,-1.11356,2.5,28.2261,-250.0,0.0,118
2276.0,0.248192,-1.11356,2.5,11.1274,-74.5568,-29.6806,118
3489.0,-22.2518,7.38644,2.5,22.1012,-250.0,0.0,118
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,118
3167.0,1.74819,4.88644,2.5,5.51061,-70.443,-106.025,118
3342.0,-21.7518,6.38644,2.5,21.7484,-250.0,0.0,118
3234.0,-1.75181,5.38644,2.5,4.8349,-69.543,-65.0155,118
3189.0,-24.2518,5.38644,2.5,24.3865,-250.0,0.0,118
715.0,-3.25181,-11.6136,2.5,21.8134,-82.2265,59.674,118
693.0,-14.2518,-11.6136,2.5,25.7224,-115.773,101.797,118
613.0,-17.2518,-12.1136,2.5,27.86,-108.609,28.4324,118
917.0,-13.2518,-10.1136,2.5,23.9198,-103.923,66.7616,118
774.0,-10.7518,-11.1136,2.5,23.5564,-97.8804,122.261,118
853.0,-8.25181,-10.6136,2.5,22.0921,-122.646,74.2905,118
121.0,-4.25181,-15.6136,2.5,25.9158,-85.4744,-139.796,118
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,118
478.0,-10.7518,-13.1136,2.5,25.3645,-103.075,166.548,118
475.0,-12.2518,-13.1136,2.5,26.0182,-97.2846,133.508,118
258.0,-9.75181,-14.6136,2.5,26.3639,-100.832,-50.9171,118
1701.0,8.74819,-5.11356,2.5,17.6179,-98.1322,-94.7565,118
1530.0,-2.75181,-6.11356,2.5,16.2982,-81.2916,-58.217,118
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,118
1756.0,-0.751808,-4.61356,2.5,14.6204,-76.9608,54.3381,118
1828.0,-1.75181,-4.11356,2.5,14.1875,-78.3099,-74.21,118
1218.0,-10.7518,-8.11356,2.5,20.9099,-109.263,89.8241,118
1052.0,-19.7518,-9.11356,2.5,27.2668,-108.343,30.1822,118
2633.0,-6.25181,1.38644,2.5,10.4666,-73.8587,-78.2438,119
2642.0,-1.75181,1.38644,2.5,8.73412,-75.9579,-146.135,119
2648.0,1.24819,1.38644,2.5,8.75259,-74.1743,42.0281,119
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,119
2573.0,0.748192,0.886438,2.5,9.17429,-77.011,121.709,119
2902.0,-19.7518,3.38644,2.5,20.54,-250.0,0.0,119
2707.0,-6.25181,1.88644,2.5,10.0592,-75.7604,129.78,119
2018.0,-17.7518,-2.61356,2.5,21.5284,-250.0,0.0,119
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,119
2235.0,-20.2518,-1.11356,2.5,22.8333,-118.919,19.8783,119
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,119
2223.0,-26.2518,-1.11356,2.5,28.2261,-250.0,0.0,119
2276.0,0.248192,-1.11356,2.5,11.1274,-74.8843,-28.7779,119
3489.0,-22.2518,7.38644,2.5,22.1012,-250.0,0.0,119
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,119
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,119
3167.0,1.74819,4.88644,2.5,5.51061,-70.5902,-105.401,119
3189.0,-24.2518,5.38644,2.5,24.3865,-250.0,0.0,119
3342.0,-21.7518,6.38644,2.5,21.7484,-250.0,0.0,119
3234.0,-1.75181,5.38644,2.5,4.8349,-69.6087,-66.0671,119
715.0,-3.25181,-11.6136,2.5,21.8134,-82.3071,54.0277,119
693.0,-14.2518,-11.6136,2.5,25.7224,-115.411,-25.8818,119
613.0,-17.2518,-12.1136,2.5,27.86,-109.492,26.1518,119
917.0,-13.2518,-10.1136,2.5,23.9198,-102.332,46.7359,119
774.0,-10.7518,-11.1136,2.5,23.5564,-98.6486,121.724,119
853.0,-8.25181,-10.6136,2.5,22.0921,-111.349,-81.7327,119
121.0,-4.25181,-15.6136,2.5,25.9158,-85.3026,-138.597,119
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,119
475.0,-12.2518,-13.1136,2.5,26.0182,-99.1653,132.398,119
478.0,-10.7518,-13.1136,2.5,25.3645,-100.535,-179.294,119
258.0,-9.75181,-14.6136,2.5,26.3639,-102.084,-47.3109,119
1701.0,8.74819,-5.11356,2.5,17.6179,-88.3993,-135.06,119
1530.0,-2.75181,-6.11356,2.5,16.2982,-80.3671,-71.5143,119
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,119
1756.0,-0.751808,-4.61356,2.5,14.6204,-77.2991,61.5985,119
1828.0,-1.75181,-4.11356,2.5,14.1875,-77.3015,-68.7697,119
1218.0,-10.7518,-8.11356,2.5,20.9099,-104.734,14.3961,119
1052.0,-19.7518,-9.11356,2.5,27.2668,-105.95,82.1319,119
2633.0,-6.25181,1.38644,2.5,10.4666,-73.3502,-77.4177,120
2642.0,-1.75181,1.38644,2.5,8.73412,-76.0346,-146.091,120
2648.0,1.24819,1.38644,2.5,8.75259,-73.9922,41.9097,120
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,120
2573.0,0.748192,0.886438,2.5,9.17429,-77.3451,122.809,120
2902.0,-19.7518,3.38644,2.5,20.54,-250.0,0.0,120
2707.0,-6.25181,1.88644,2.5,10.0592,-75.7363,131.586,120
2018.0,-17.7518,-2.61356,2.5,21.5284,-111.216,163.862,120
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,120
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,120
2223.0,-26.2518,-1.11356,2.5,28.2261,-147.155,97.8741,120
2235.0,-20.2518,-1.11356,2.5,22.8333,-118.919,19.8783,120
2276.0,0.248192,-1.11356,2.5,11.1274,-75.2232,-30.653,120
3489.0,-22.2518,7.38644,2.5,22.1012,-250.0,0.0,120
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,120
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,120
3167.0,1.74819,4.88644,2.5,5.51061,-70.4771,-105.729,120
3189.0,-24.2518,5.38644,2.5,24.3865,-250.0,0.0,120
3342.0,-21.7518,6.38644,2.5,21.7484,-250.0,0.0,120
3234.0,-1.75181,5.38644,2.5,4.8349,-69.6087,-66.0671,120
715.0,-3.25181,-11.6136,2.5,21.8134,-82.6256,50.7835,120
693.0,-14.2518,-11.6136,2.5,25.7224,-123.599,-132.99,120
613.0,-17.2518,-12.1136,2.5,27.86,-107.253,34.8084,120
917.0,-13.2518,-10.1136,2.5,23.9198,-105.163,60.5649,120
774.0,-10.7518,-11.1136,2.5,23.5564,-97.5309,122.557,120
853.0,-8.25181,-10.6136,2.5,22.0921,-108.932,162.28,120
121.0,-4.25181,-15.6136,2.5,25.9158,-85.4457,-138.913,120
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,120
475.0,-12.2518,-13.1136,2.5,26.0182,-99.0236,131.136,120
478.0,-10.7518,-13.1136,2.5,25.3645,-100.562,162.402,120
258.0,-9.75181,-14.6136,2.5,26.3639,-102.526,-40.6286,120
1701.0,8.74819,-5.11356,2.5,17.6179,-84.574,-173.166,120
1530.0,-2.75181,-6.11356,2.5,16.2982,-79.3665,-59.2577,120
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,120
1756.0,-0.751808,-4.61356,2.5,14.6204,-75.7889,61.4802,120
1828.0,-1.75181,-4.11356,2.5,14.1875,-77.0283,-71.4911,120
1218.0,-10.7518,-8.11356,2.5,20.9099,-105.344,141.049,120
1052.0,-19.7518,-9.11356,2.5,27.2668,-104.103,86.3006,120
2633.0,-6.25181,1.38644,2.5,10.4666,-73.3566,-72.3102,121
2642.0,-1.75181,1.38644,2.5,8.73412,-75.8969,-148.725,121
2648.0,1.24819,1.38644,2.5,8.75259,-74.1952,39.77,121
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,121
2573.0,0.748192,0.886438,2.5,9.17429,-77.3519,124.513,121
2902.0,-19.7518,3.38644,2.5,20.54,-250.0,0.0,121
2707.0,-6.25181,1.88644,2.5,10.0592,-76.1226,135.416,121
2018.0,-17.7518,-2.61356,2.5,21.5284,-111.02,79.8637,121
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,121
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,121
2223.0,-26.2518,-1.11356,2.5,28.2261,-135.047,151.383,121
2235.0,-20.2518,-1.11356,2.5,22.8333,-118.919,19.8783,121
2276.0,0.248192,-1.11356,2.5,11.1274,-74.8804,-30.5536,121
3489.0,-22.2518,7.38644,2.5,22.1012,-250.0,0.0,121
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,121
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,121
3167.0,1.74819,4.88644,2.5,5.51061,-70.4198,-105.773,121
3189.0,-24.2518,5.38644,2.5,24.3865,-250.0,0.0,121
3342.0,-21.7518,6.38644,2.5,21.7484,-250.0,0.0,121
3234.0,-1.75181,5.38644,2.5,4.8349,-69.6813,-65.2367,121
715.0,-3.25181,-11.6136,2.5,21.8134,-82.9874,52.084,121
693.0,-14.2518,-11.6136,2.5,25.7224,-117.934,9.16784,121
613.0,-17.2518,-12.1136,2.5,27.86,-108.631,3.06852,121
917.0,-13.2518,-10.1136,2.5,23.9198,-105.401,44.7142,121
774.0,-10.7518,-11.1136,2.5,23.5564,-98.3921,120.991,121
853.0,-8.25181,-10.6136,2.5,22.0921,-107.694,139.383,121
121.0,-4.25181,-15.6136,2.5,25.9158,-85.3944,-138.178,121
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,121
475.0,-12.2518,-13.1136,2.5,26.0182,-96.9768,137.607,121
478.0,-10.7518,-13.1136,2.5,25.3645,-103.344,160.302,121
258.0,-9.75181,-14.6136,2.5,26.3639,-99.8102,-50.7767,121
1701.0,8.74819,-5.11356,2.5,17.6179,-84.8282,150.469,121
1530.0,-2.75181,-6.11356,2.5,16.2982,-80.0537,-70.8352,121
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,121
1756.0,-0.751808,-4.61356,2.5,14.6204,-75.9286,57.0063,121
1828.0,-1.75181,-4.11356,2.5,14.1875,-77.1175,-73.7553,121
1218.0,-10.7518,-8.11356,2.5,20.9099,-104.179,-50.8409,121
1052.0,-19.7518,-9.11356,2.5,27.2668,-100.187,91.1349,121
2633.0,-6.25181,1.38644,2.5,10.4666,-74.2885,-75.3745,122
2642.0,-1.75181,1.38644,2.5,8.73412,-75.6529,-147.517,122
2648.0,1.24819,1.38644,2.5,8.75259,-74.4843,41.1146,122
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,122
2573.0,0.748192,0.886438,2.5,9.17429,-76.9307,124.697,122
2902.0,-19.7518,3.38644,2.5,20.54,-250.0,0.0,122
2707.0,-6.25181,1.88644,2.5,10.0592,-77.2424,132.727,122
2018.0,-17.7518,-2.61356,2.5,21.5284,-110.822,74.2485,122
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,122
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,122
2223.0,-26.2518,-1.11356,2.5,28.2261,-250.0,0.0,122
2235.0,-20.2518,-1.11356,2.5,22.8333,-118.919,19.8783,122
2276.0,0.248192,-1.11356,2.5,11.1274,-74.9852,-28.3313,122
3489.0,-22.2518,7.38644,2.5,22.1012,-250.0,0.0,122
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,122
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,122
3167.0,1.74819,4.88644,2.5,5.51061,-70.4758,-106.958,122
3189.0,-24.2518,5.38644,2.5,24.3865,-250.0,0.0,122
3342.0,-21.7518,6.38644,2.5,21.7484,-250.0,0.0,122
3234.0,-1.75181,5.38644,2.5,4.8349,-69.6087,-66.0671,122
715.0,-3.25181,-11.6136,2.5,21.8134,-82.7644,49.9181,122
693.0,-14.2518,-11.6136,2.5,25.7224,-114.567,177.961,122
613.0,-17.2518,-12.1136,2.5,27.86,-109.492,26.1518,122
917.0,-13.2518,-10.1136,2.5,23.9198,-101.657,34.6996,122
774.0,-10.7518,-11.1136,2.5,23.5564,-97.8929,118.5,122
853.0,-8.25181,-10.6136,2.5,22.0921,-108.629,-164.73,122
121.0,-4.25181,-15.6136,2.5,25.9158,-85.2618,-136.088,122
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,122
475.0,-12.2518,-13.1136,2.5,26.0182,-99.3549,151.181,122
478.0,-10.7518,-13.1136,2.5,25.3645,-98.1942,162.347,122
258.0,-9.75181,-14.6136,2.5,26.3639,-100.521,-25.7227,122
1701.0,8.74819,-5.11356,2.5,17.6179,-89.8591,132.075,122
1530.0,-2.75181,-6.11356,2.5,16.2982,-81.9905,-62.3091,122
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,122
1756.0,-0.751808,-4.61356,2.5,14.6204,-76.1353,58.5917,122
1828.0,-1.75181,-4.11356,2.5,14.1875,-76.9897,-74.8545,122
1218.0,-10.7518,-8.11356,2.5,20.9099,-96.6887,-179.06,122
1052.0,-19.7518,-9.11356,2.5,27.2668,-102.808,119.554,122
2633.0,-6.25181,1.38644,2.5,10.4666,-73.1647,-74.5338,123
2642.0,-1.75181,1.38644,2.5,8.73412,-75.984,-146.099,123
2648.0,1.24819,1.38644,2.5,8.75259,-74.2222,38.3643,123
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,123
2573.0,0.748192,0.886438,2.5,9.17429,-76.9194,124.367,123
2902.0,-19.7518,3.38644,2.5,20.54,-250.0,0.0,123
2707.0,-6.25181,1.88644,2.5,10.0592,-76.0548,126.602,123
2018.0,-17.7518,-2.61356,2.5,21.5284,-250.0,0.0,123
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,123
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,123
2223.0,-26.2518,-1.11356,2.5,28.2261,-250.0,0.0,123
2235.0,-20.2518,-1.11356,2.5,22.8333,-118.919,19.8783,123
2276.0,0.248192,-1.11356,2.5,11.1274,-74.596,-32.0249,123
3489.0,-22.2518,7.38644,2.5,22.1012,-250.0,0.0,123
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,123
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,123
3167.0,1.74819,4.88644,2.5,5.51061,-70.443,-106.025,123
3189.0,-24.2518,5.38644,2.5,24.3865,-250.0,0.0,123
3342.0,-21.7518,6.38644,2.5,21.7484,-250.0,0.0,123
3234.0,-1.75181,5.38644,2.5,4.8349,-69.4424,-66.4097,123
715.0,-3.25181,-11.6136,2.5,21.8134,-82.192,57.4896,123
693.0,-14.2518,-11.6136,2.5,25.7224,-112.98,-3.39999,123
613.0,-17.2518,-12.1136,2.5,27.86,-109.492,26.1518,123
917.0,-13.2518,-10.1136,2.5,23.9198,-102.797,84.3881,123
774.0,-10.7518,-11.1136,2.5,23.5564,-97.5663,122.732,123
853.0,-8.25181,-10.6136,2.5,22.0921,-107.024,-7.24615,123
121.0,-4.25181,-15.6136,2.5,25.9158,-85.4258,-133.027,123
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,123
475.0,-12.2518,-13.1136,2.5,26.0182,-98.2955,142.086,123
478.0,-10.7518,-13.1136,2.5,25.3645,-100.592,139.135,123
258.0,-9.75181,-14.6136,2.5,26.3639,-99.3877,-43.4428,123
1701.0,8.74819,-5.11356,2.5,17.6179,-96.5694,171.779,123
1530.0,-2.75181,-6.11356,2.5,16.2982,-81.1282,-63.4069,123
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,123
1756.0,-0.751808,-4.61356,2.5,14.6204,-76.5059,60.5527,123
1828.0,-1.75181,-4.11356,2.5,14.1875,-77.2674,-70.9197,123
1218.0,-10.7518,-8.11356,2.5,20.9099,-105.933,102.683,123
1052.0,-19.7518,-9.11356,2.5,27.2668,-108.67,53.6427,123
2633.0,-6.25181,1.38644,2.5,10.4666,-74.0342,-78.2113,124
2642.0,-1.75181,1.38644,2.5,8.73412,-75.9579,-146.135,124
2648.0,1.24819,1.38644,2.5,8.75259,-74.2435,40.3738,124
2654.0,4.24819,1.38644,2.5,9.74326,-76.596,-82.0919,124
2573.0,0.748192,0.886438,2.5,9.17429,-77.3246,123.608,124
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,124
2902.0,-19.7518,3.38644,2.5,20.54,-250.0,0.0,124
2707.0,-6.25181,1.88644,2.5,10.0592,-76.915,135.396,124
2018.0,-17.7518,-2.61356,2.5,21.5284,-250.0,0.0,124
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,124
2235.0,-20.2518,-1.11356,2.5,22.8333,-108.85,-170.85,124
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,124
2223.0,-26.2518,-1.11356,2.5,28.2261,-250.0,0.0,124
2276.0,0.248192,-1.11356,2.5,11.1274,-74.8804,-30.5536,124
3489.0,-22.2518,7.38644,2.5,22.1012,-250.0,0.0,124
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,124
3167.0,1.74819,4.88644,2.5,5.51061,-70.5669,-105.457,124
