N,X,Y,Angle,Power (dBm)
2478.0,-9.75181,0.386438,44,-77.8595
2479.0,-9.25181,0.386438,42,-74.2073
2480.0,-8.75181,0.386438,47,-76.7768
2481.0,-8.25181,0.386438,41,-77.3666
2482.0,-7.75181,0.386438,-134,-77.7009
2483.0,-7.25181,0.386438,-134,-77.9063
2484.0,-6.75181,0.386438,-142,-74.8576
2485.0,-6.25181,0.386438,-147,-72.7555
2486.0,-5.75181,0.386438,-151,-79.8494
2487.0,-5.25181,0.386438,-163,-73.3401
2488.0,-4.75181,0.386438,-7,-74.7457
2489.0,-4.25181,0.386438,-165,-74.6492
2490.0,-3.75181,0.386438,-3,-73.1421
2491.0,-3.25181,0.386438,2,-75.2273
2492.0,-2.75181,0.386438,3,-73.3441
2493.0,-2.25181,0.386438,9,-76.4895
2494.0,-1.75181,0.386438,-161,-74.6199
2495.0,-1.25181,0.386438,7,-73.1847
2496.0,-0.751808,0.386438,-170,-72.2597
2497.0,-0.251808,0.386438,4,-72.7977
2498.0,0.248192,0.386438,7,-74.4327
2499.0,0.748192,0.386438,-4,-76.0853
2500.0,1.24819,0.386438,2,-75.6977
2501.0,1.74819,0.386438,12,-73.9628
2502.0,2.24819,0.386438,22,-74.1848
2503.0,2.74819,0.386438,7,-76.082
2504.0,3.24819,0.386438,8,-73.6318
2505.0,3.74819,0.386438,4,-76.3137
2506.0,4.24819,0.386438,9,-74.8682
2507.0,4.74819,0.386438,25,-76.3642
2508.0,5.24819,0.386438,30,-76.1857
2509.0,5.74819,0.386438,24,-75.892
2510.0,6.24819,0.386438,39,-79.9503
2511.0,6.74819,0.386438,34,-72.7715
2512.0,7.24819,0.386438,37,-77.7206
2513.0,7.74819,0.386438,45,-75.8191
2514.0,8.24819,0.386438,-170,-79.6015
2515.0,8.74819,0.386438,-170,-80.957
2516.0,9.24819,0.386438,-170,-76.854
2517.0,-27.2518,0.886438,-170,-250.0
2518.0,-26.7518,0.886438,-136,-89.6598
2519.0,-26.2518,0.886438,-135,-89.7268
2520.0,-25.7518,0.886438,-101,-90.5962
2521.0,-25.2518,0.886438,-136,-89.4296
2522.0,-24.7518,0.886438,-134,-90.1339
2523.0,-24.2518,0.886438,-127,-91.0273
2524.0,-23.7518,0.886438,-138,-90.2925
2525.0,-23.2518,0.886438,-126,-90.9799
2526.0,-22.7518,0.886438,-137,-91.7105
2527.0,-22.2518,0.886438,-143,-93.1279
2528.0,-21.7518,0.886438,-143,-92.5885
2529.0,-21.2518,0.886438,-144,-94.1081
2530.0,-20.7518,0.886438,-106,-95.7633
2531.0,-20.2518,0.886438,-123,-97.2308
2532.0,-19.7518,0.886438,-120,-98.2529
2533.0,-19.2518,0.886438,-98,-98.0858
2534.0,-18.7518,0.886438,-149,-98.2832
2535.0,-18.2518,0.886438,-150,-98.2983
2536.0,-17.7518,0.886438,-126,-98.8136
2537.0,-17.2518,0.886438,-131,-98.875
2538.0,-16.7518,0.886438,-131,-98.6777
2539.0,-16.2518,0.886438,-130,-100.407
2540.0,-15.7518,0.886438,-129,-98.7573
2541.0,-15.2518,0.886438,-129,-100.393
2542.0,-14.7518,0.886438,49,-79.8025
2543.0,-14.2518,0.886438,48,-80.7863
2544.0,-13.7518,0.886438,70,-74.0742
2545.0,-13.2518,0.886438,54,-75.77
2546.0,-12.7518,0.886438,57,-78.5926
2547.0,-12.2518,0.886438,74,-74.255
2548.0,-11.7518,0.886438,70,-76.754
2549.0,-11.2518,0.886438,78,-74.2223
2550.0,-10.7518,0.886438,81,-83.057
2551.0,-10.2518,0.886438,43,-75.075
2552.0,-9.75181,0.886438,42,-76.445
2553.0,-9.25181,0.886438,43,-78.2652
2554.0,-8.75181,0.886438,44,-80.3279
2555.0,-8.25181,0.886438,49,-77.7919
2556.0,-7.75181,0.886438,-139,-77.072
2557.0,-7.25181,0.886438,-144,-79.7043
2558.0,-6.75181,0.886438,-146,-72.5423
2559.0,-6.25181,0.886438,-141,-72.334
2560.0,-5.75181,0.886438,-160,-73.1322
2561.0,-5.25181,0.886438,-170,-72.7704
2562.0,-4.75181,0.886438,-4,-72.4399
2563.0,-4.25181,0.886438,-4,-75.7856
2564.0,-3.75181,0.886438,-165,-72.9416
2565.0,-3.25181,0.886438,-9,-73.3691
2566.0,-2.75181,0.886438,-9,-76.0947
2567.0,-2.25181,0.886438,-5,-72.8791
2568.0,-1.75181,0.886438,6,-72.8248
2569.0,-1.25181,0.886438,-167,-75.7828
2570.0,-0.751808,0.886438,15,-73.9569
2571.0,-0.251808,0.886438,21,-72.8745
2572.0,0.248192,0.886438,2,-73.3527
2573.0,0.748192,0.886438,12,-75.4567
2574.0,1.24819,0.886438,10,-74.0766
2575.0,1.74819,0.886438,8,-72.0501
2576.0,2.24819,0.886438,11,-74.8501
2577.0,2.74819,0.886438,16,-75.4923
2578.0,3.24819,0.886438,18,-75.0178
2579.0,3.74819,0.886438,-170,-76.0252
2580.0,4.24819,0.886438,4,-73.3906
2581.0,4.74819,0.886438,15,-73.7297
2582.0,5.24819,0.886438,24,-74.9418
2583.0,5.74819,0.886438,16,-72.9399
2584.0,6.24819,0.886438,23,-76.7196
2585.0,6.74819,0.886438,43,-72.093
2586.0,7.24819,0.886438,35,-73.8193
2587.0,7.74819,0.886438,40,-74.8854
2588.0,8.24819,0.886438,46,-77.67
2589.0,8.74819,0.886438,-170,-77.5895
2590.0,9.24819,0.886438,-170,-79.483
2591.0,-27.2518,1.38644,-170,-250.0
2592.0,-26.7518,1.38644,-134,-89.563
2593.0,-26.2518,1.38644,-133,-88.9421
2594.0,-25.7518,1.38644,-133,-90.517
2595.0,-25.2518,1.38644,-135,-89.7936
2596.0,-24.7518,1.38644,-137,-91.0958
2597.0,-24.2518,1.38644,-134,-89.894
2598.0,-23.7518,1.38644,-138,-90.816
2599.0,-23.2518,1.38644,-133,-92.4293
2600.0,-22.7518,1.38644,-140,-92.2547
2601.0,-22.2518,1.38644,-141,-92.3306
2602.0,-21.7518,1.38644,-111,-96.3738
2603.0,-21.2518,1.38644,-114,-96.253
2604.0,-20.7518,1.38644,-117,-96.801
2605.0,-20.2518,1.38644,-124,-96.6714
2606.0,-19.7518,1.38644,-119,-96.9165
2607.0,-19.2518,1.38644,-122,-97.2696
2608.0,-18.7518,1.38644,-132,-98.4655
2609.0,-18.2518,1.38644,-132,-98.94
2610.0,-17.7518,1.38644,-127,-98.068
2611.0,-17.2518,1.38644,-130,-98.5811
2612.0,-16.7518,1.38644,-131,-99.3313
2613.0,-16.2518,1.38644,-131,-98.5838
2614.0,-15.7518,1.38644,-126,-99.8382
2615.0,-15.2518,1.38644,-129,-96.6302
2616.0,-14.7518,1.38644,65,-84.5582
2617.0,-14.2518,1.38644,70,-82.0737
2618.0,-13.7518,1.38644,70,-75.8055
2619.0,-13.2518,1.38644,65,-79.8337
2620.0,-12.7518,1.38644,66,-84.0098
2621.0,-12.2518,1.38644,63,-75.9732
2622.0,-11.7518,1.38644,65,-76.8339
2623.0,-11.2518,1.38644,73,-73.314
2624.0,-10.7518,1.38644,44,-77.9017
2625.0,-10.2518,1.38644,43,-77.1019
2626.0,-9.75181,1.38644,44,-77.5362
2627.0,-9.25181,1.38644,43,-76.314
2628.0,-8.75181,1.38644,-130,-77.3709
2629.0,-8.25181,1.38644,-132,-74.7323
2630.0,-7.75181,1.38644,-133,-73.0511
2631.0,-7.25181,1.38644,-146,-72.733
2632.0,-6.75181,1.38644,-150,-77.1233
2633.0,-6.25181,1.38644,-151,-72.7011
2634.0,-5.75181,1.38644,-143,-72.1941
2635.0,-5.25181,1.38644,-170,-75.6929
2636.0,-4.75181,1.38644,-153,-75.2701
2637.0,-4.25181,1.38644,3,-73.1616
2638.0,-3.75181,1.38644,-6,-76.5374
2639.0,-3.25181,1.38644,-165,-76.0427
2640.0,-2.75181,1.38644,4,-75.6806
2641.0,-2.25181,1.38644,-170,-74.5044
2642.0,-1.75181,1.38644,-5,-74.5951
2643.0,-1.25181,1.38644,12,-74.9017
2644.0,-0.751808,1.38644,-4,-71.8196
2645.0,-0.251808,1.38644,19,-73.7968
2646.0,0.248192,1.38644,11,-74.1615
2647.0,0.748192,1.38644,24,-72.1356
2648.0,1.24819,1.38644,14,-73.0681
2649.0,1.74819,1.38644,-4,-72.591
2650.0,2.24819,1.38644,15,-75.4348
2651.0,2.74819,1.38644,-169,-73.8326
2652.0,3.24819,1.38644,0,-72.9803
2653.0,3.74819,1.38644,2,-74.1644
2654.0,4.24819,1.38644,10,-75.1472
2655.0,4.74819,1.38644,3,-73.1735
2656.0,5.24819,1.38644,27,-73.8614
2657.0,5.74819,1.38644,12,-75.7479
2658.0,6.24819,1.38644,32,-73.2073
2659.0,6.74819,1.38644,27,-75.3542
2660.0,7.24819,1.38644,33,-75.3704
2661.0,7.74819,1.38644,43,-72.8933
2662.0,8.24819,1.38644,42,-76.3738
2663.0,8.74819,1.38644,48,-77.2001
2664.0,9.24819,1.38644,-170,-79.0245
2665.0,-27.2518,1.88644,-170,-250.0
2666.0,-26.7518,1.88644,-132,-90.0184
2667.0,-26.2518,1.88644,-134,-89.8932
2668.0,-25.7518,1.88644,-136,-90.0128
2669.0,-25.2518,1.88644,-133,-88.5034
2670.0,-24.7518,1.88644,-137,-88.9591
2671.0,-24.2518,1.88644,-136,-88.7729
2672.0,-23.7518,1.88644,-135,-90.068
2673.0,-23.2518,1.88644,-140,-91.5457
2674.0,-22.7518,1.88644,-142,-93.5675
2675.0,-22.2518,1.88644,-109,-96.4429
2676.0,-21.7518,1.88644,-98,-96.6196
2677.0,-21.2518,1.88644,-104,-96.837
2678.0,-20.7518,1.88644,-122,-97.0418
2679.0,-20.2518,1.88644,-116,-98.1135
2680.0,-19.7518,1.88644,-93,-96.9221
2681.0,-19.2518,1.88644,-112,-97.1729
2682.0,-18.7518,1.88644,-129,-99.1236
2683.0,-18.2518,1.88644,-128,-98.6242
2684.0,-17.7518,1.88644,-130,-98.2133
2685.0,-17.2518,1.88644,-131,-99.0536
2686.0,-16.7518,1.88644,-126,-97.5749
2687.0,-16.2518,1.88644,-129,-97.3081
2688.0,-15.7518,1.88644,-127,-96.7202
2689.0,-15.2518,1.88644,-129,-97.9709
2690.0,-14.7518,1.88644,73,-77.0153
2691.0,-14.2518,1.88644,73,-80.5621
2692.0,-13.7518,1.88644,55,-79.22
2693.0,-13.2518,1.88644,67,-76.1063
2694.0,-12.7518,1.88644,69,-73.9426
2695.0,-12.2518,1.88644,80,-77.7918
2696.0,-11.7518,1.88644,79,-74.4572
2697.0,-11.2518,1.88644,84,-73.8461
2698.0,-10.7518,1.88644,43,-80.2203
2699.0,-10.2518,1.88644,46,-75.848
2700.0,-9.75181,1.88644,45,-77.5432
2701.0,-9.25181,1.88644,49,-81.1796
2702.0,-8.75181,1.88644,46,-72.8636
2703.0,-8.25181,1.88644,-137,-75.3111
2704.0,-7.75181,1.88644,-134,-71.2496
2705.0,-7.25181,1.88644,-139,-71.2869
2706.0,-6.75181,1.88644,-152,-75.4137
2707.0,-6.25181,1.88644,-155,-75.0992
2708.0,-5.75181,1.88644,-168,-73.9935
2709.0,-5.25181,1.88644,-168,-72.091
2710.0,-4.75181,1.88644,-6,-71.921
2711.0,-4.25181,1.88644,-6,-75.6523
2712.0,-3.75181,1.88644,-156,-73.3902
2713.0,-3.25181,1.88644,-8,-73.1682
2714.0,-2.75181,1.88644,-169,-71.8167
2715.0,-2.25181,1.88644,-8,-71.6368
2716.0,-1.75181,1.88644,12,-74.1882
2717.0,-1.25181,1.88644,-2,-71.5052
2718.0,-0.751808,1.88644,11,-71.6295
2719.0,-0.251808,1.88644,16,-74.465
2720.0,0.248192,1.88644,-9,-73.9594
2721.0,0.748192,1.88644,-9,-73.5775
2722.0,1.24819,1.88644,15,-73.0167
2723.0,1.74819,1.88644,11,-73.3329
2724.0,2.24819,1.88644,13,-74.2142
2725.0,2.74819,1.88644,3,-74.4874
2726.0,3.24819,1.88644,-5,-72.9221
2727.0,3.74819,1.88644,18,-72.5315
2728.0,4.24819,1.88644,4,-73.7292
2729.0,4.74819,1.88644,16,-73.6869
2730.0,5.24819,1.88644,11,-73.4161
2731.0,5.74819,1.88644,19,-75.3402
2732.0,6.24819,1.88644,38,-72.7616
2733.0,6.74819,1.88644,27,-73.5125
2734.0,7.24819,1.88644,41,-73.4136
2735.0,7.74819,1.88644,40,-77.9962
2736.0,8.24819,1.88644,39,-74.7305
2737.0,8.74819,1.88644,45,-77.6931
2738.0,9.24819,1.88644,-170,-78.9182
2739.0,-27.2518,2.38644,-170,-250.0
2740.0,-26.7518,2.38644,-129,-89.94
2741.0,-26.2518,2.38644,-135,-90.1436
2742.0,-25.7518,2.38644,-137,-88.0548
2743.0,-25.2518,2.38644,-138,-88.3604
2744.0,-24.7518,2.38644,-135,-88.6917
2745.0,-24.2518,2.38644,-136,-88.9134
2746.0,-23.7518,2.38644,-140,-91.6239
2747.0,-23.2518,2.38644,-142,-92.8139
2748.0,-22.7518,2.38644,-102,-96.7915
2749.0,-22.2518,2.38644,-105,-96.8278
2750.0,-21.7518,2.38644,-110,-97.2947
2751.0,-21.2518,2.38644,-101,-97.4132
2752.0,-20.7518,2.38644,-114,-97.3584
2753.0,-20.2518,2.38644,-95,-97.9593
2754.0,-19.7518,2.38644,-119,-96.819
2755.0,-19.2518,2.38644,-122,-96.6804
2756.0,-18.7518,2.38644,-130,-97.8399
2757.0,-18.2518,2.38644,-126,-96.5479
2758.0,-17.7518,2.38644,-130,-97.7019
2759.0,-17.2518,2.38644,-119,-97.9435
2760.0,-16.7518,2.38644,-130,-96.2424
2761.0,-16.2518,2.38644,-126,-98.5
2762.0,-15.7518,2.38644,-131,-95.4529
2763.0,-15.2518,2.38644,-130,-99.7115
2764.0,-14.7518,2.38644,52,-80.5152
2765.0,-14.2518,2.38644,68,-76.0562
2766.0,-13.7518,2.38644,69,-74.5913
2767.0,-13.2518,2.38644,80,-77.543
2768.0,-12.7518,2.38644,83,-77.0569
2769.0,-12.2518,2.38644,63,-75.2181
2770.0,-11.7518,2.38644,73,-75.1828
2771.0,-11.2518,2.38644,43,-77.243
2772.0,-10.7518,2.38644,72,-75.4274
2773.0,-10.2518,2.38644,44,-77.7278
2774.0,-9.75181,2.38644,43,-76.0574
2775.0,-9.25181,2.38644,-131,-78.7196
2776.0,-8.75181,2.38644,-136,-74.7329
2777.0,-8.25181,2.38644,-143,-77.4493
2778.0,-7.75181,2.38644,-147,-75.3249
2779.0,-7.25181,2.38644,-149,-71.5837
2780.0,-6.75181,2.38644,-154,-73.6367
2781.0,-6.25181,2.38644,-163,-73.2969
2782.0,-5.75181,2.38644,-169,-73.1157
2783.0,-5.25181,2.38644,-167,-75.9864
2784.0,-4.75181,2.38644,-166,-72.6131
2785.0,-4.25181,2.38644,-159,-75.6037
2786.0,-3.75181,2.38644,4,-74.449
2787.0,-3.25181,2.38644,6,-73.9706
2788.0,-2.75181,2.38644,-9,-72.4461
2789.0,-2.25181,2.38644,-170,-71.7982
2790.0,-1.75181,2.38644,-169,-72.0507
2791.0,-1.25181,2.38644,13,-71.0258
2792.0,-0.751808,2.38644,-8,-73.5533
2793.0,-0.251808,2.38644,-168,-71.924
2794.0,0.248192,2.38644,6,-73.4879
2795.0,0.748192,2.38644,6,-71.1799
2796.0,1.24819,2.38644,7,-71.4005
2797.0,1.74819,2.38644,22,-71.9855
2798.0,2.24819,2.38644,-9,-72.2475
2799.0,2.74819,2.38644,-6,-73.3404
2800.0,3.24819,2.38644,30,-74.0934
2801.0,3.74819,2.38644,14,-74.4173
2802.0,4.24819,2.38644,-3,-72.9347
2803.0,4.74819,2.38644,9,-74.6012
2804.0,5.24819,2.38644,30,-73.5382
2805.0,5.74819,2.38644,22,-74.4167
2806.0,6.24819,2.38644,35,-72.7688
2807.0,6.74819,2.38644,23,-72.3188
2808.0,7.24819,2.38644,38,-78.0039
2809.0,7.74819,2.38644,34,-73.0508
2810.0,8.24819,2.38644,35,-78.3197
2811.0,8.74819,2.38644,40,-75.7666
2812.0,9.24819,2.38644,47,-75.6917
2813.0,-27.2518,2.88644,-170,-250.0
2814.0,-26.7518,2.88644,-136,-90.0985
2815.0,-26.2518,2.88644,-135,-88.3942
2816.0,-25.7518,2.88644,-137,-90.2947
2817.0,-25.2518,2.88644,-136,-88.5604
2818.0,-24.7518,2.88644,-135,-90.2729
2819.0,-24.2518,2.88644,-140,-92.1917
2820.0,-23.7518,2.88644,-142,-93.8446
2821.0,-23.2518,2.88644,-137,-97.385
2822.0,-22.7518,2.88644,-101,-97.4686
2823.0,-22.2518,2.88644,-98,-97.1354
2824.0,-21.7518,2.88644,-97,-97.4267
2825.0,-21.2518,2.88644,-108,-96.9999
2826.0,-20.7518,2.88644,-123,-97.7648
2827.0,-20.2518,2.88644,-121,-97.927
2828.0,-19.7518,2.88644,-93,-97.7213
2829.0,-19.2518,2.88644,-122,-98.3796
2830.0,-18.7518,2.88644,-125,-95.8968
2831.0,-18.2518,2.88644,-129,-95.9746
2832.0,-17.7518,2.88644,-121,-96.2466
2833.0,-17.2518,2.88644,-128,-95.4326
2834.0,-16.7518,2.88644,-127,-95.3304
2835.0,-16.2518,2.88644,-126,-99.0315
2836.0,-15.7518,2.88644,-121,-97.3408
2837.0,-15.2518,2.88644,-131,-96.8516
2838.0,-14.7518,2.88644,86,-79.0267
2839.0,-14.2518,2.88644,78,-80.63
2840.0,-13.7518,2.88644,68,-80.5196
2841.0,-13.2518,2.88644,88,-76.6198
2842.0,-12.7518,2.88644,46,-79.402
2843.0,-12.2518,2.88644,75,-81.6455
2844.0,-11.7518,2.88644,85,-80.688
2845.0,-11.2518,2.88644,53,-74.8948
2846.0,-10.7518,2.88644,46,-76.6613
2847.0,-10.2518,2.88644,47,-74.4149
2848.0,-9.75181,2.88644,-132,-72.8275
2849.0,-9.25181,2.88644,-136,-77.9012
2850.0,-8.75181,2.88644,-137,-79.3771
2851.0,-8.25181,2.88644,-138,-81.7947
2852.0,-7.75181,2.88644,-150,-71.2026
2853.0,-7.25181,2.88644,-139,-77.4565
2854.0,-6.75181,2.88644,-156,-73.3028
2855.0,-6.25181,2.88644,-147,-72.22
2856.0,-5.75181,2.88644,-170,-73.1806
2857.0,-5.25181,2.88644,-167,-73.1182
2858.0,-4.75181,2.88644,-168,-72.6736
2859.0,-4.25181,2.88644,-2,-73.786
2860.0,-3.75181,2.88644,-167,-72.5082
2861.0,-3.25181,2.88644,-4,-71.8679
2862.0,-2.75181,2.88644,1,-73.2133
2863.0,-2.25181,2.88644,-8,-71.6125
2864.0,-1.75181,2.88644,0,-71.8823
2865.0,-1.25181,2.88644,11,-71.7165
2866.0,-0.751808,2.88644,12,-72.7947
2867.0,-0.251808,2.88644,11,-72.978
2868.0,0.248192,2.88644,9,-71.2343
2869.0,0.748192,2.88644,-1,-72.0126
2870.0,1.24819,2.88644,10,-70.8747
2871.0,1.74819,2.88644,9,-72.4345
2872.0,2.24819,2.88644,-3,-71.5911
2873.0,2.74819,2.88644,5,-73.3828
2874.0,3.24819,2.88644,16,-72.7831
2875.0,3.74819,2.88644,14,-72.2482
2876.0,4.24819,2.88644,5,-74.0437
2877.0,4.74819,2.88644,5,-73.6974
2878.0,5.24819,2.88644,4,-74.1478
2879.0,5.74819,2.88644,17,-74.5533
2880.0,6.24819,2.88644,22,-74.2494
2881.0,6.74819,2.88644,24,-72.318
2882.0,7.24819,2.88644,24,-78.2114
2883.0,7.74819,2.88644,40,-73.7198
2884.0,8.24819,2.88644,39,-73.3044
2885.0,8.74819,2.88644,44,-75.4524
2886.0,9.24819,2.88644,44,-76.5698
2887.0,-27.2518,3.38644,-170,-250.0
2888.0,-26.7518,3.38644,-126,-92.6944
2889.0,-26.2518,3.38644,-130,-90.4426
2890.0,-25.7518,3.38644,-133,-90.4826
2891.0,-25.2518,3.38644,-142,-91.5969
2892.0,-24.7518,3.38644,-139,-92.5208
2893.0,-24.2518,3.38644,-143,-94.0357
2894.0,-23.7518,3.38644,-132,-97.4897
2895.0,-23.2518,3.38644,-135,-97.472
2896.0,-22.7518,3.38644,-135,-97.0774
2897.0,-22.2518,3.38644,-135,-97.1488
2898.0,-21.7518,3.38644,-136,-97.1036
2899.0,-21.2518,3.38644,-136,-97.6883
2900.0,-20.7518,3.38644,-92,-97.3971
2901.0,-20.2518,3.38644,-109,-98.0038
2902.0,-19.7518,3.38644,-118,-97.314
2903.0,-19.2518,3.38644,-107,-97.2231
2904.0,-18.7518,3.38644,-123,-97.5629
2905.0,-18.2518,3.38644,-118,-97.2536
2906.0,-17.7518,3.38644,-130,-97.9034
2907.0,-17.2518,3.38644,-129,-95.5699
2908.0,-16.7518,3.38644,-129,-95.0992
2909.0,-16.2518,3.38644,-123,-97.2333
2910.0,-15.7518,3.38644,-130,-94.5808
2911.0,-15.2518,3.38644,-131,-94.8312
2912.0,-14.7518,3.38644,66,-77.5021
2913.0,-14.2518,3.38644,73,-77.6408
2914.0,-13.7518,3.38644,44,-82.5965
2915.0,-13.2518,3.38644,77,-78.32
2916.0,-12.7518,3.38644,66,-74.7667
2917.0,-12.2518,3.38644,89,-74.4708
2918.0,-11.7518,3.38644,48,-72.8654
2919.0,-11.2518,3.38644,53,-74.4971
2920.0,-10.7518,3.38644,54,-73.8764
2921.0,-10.2518,3.38644,62,-80.1828
2922.0,-9.75181,3.38644,-134,-78.9493
2923.0,-9.25181,3.38644,-133,-75.0406
2924.0,-8.75181,3.38644,-144,-75.7827
2925.0,-8.25181,3.38644,-145,-83.6845
2926.0,-7.75181,3.38644,-150,-74.184
2927.0,-7.25181,3.38644,-148,-70.8762
2928.0,-6.75181,3.38644,-159,-72.9534
2929.0,-6.25181,3.38644,-166,-72.0375
2930.0,-5.75181,3.38644,-158,-74.6556
2931.0,-5.25181,3.38644,-159,-71.4584
2932.0,-4.75181,3.38644,-4,-72.1826
2933.0,-4.25181,3.38644,-164,-70.9139
2934.0,-3.75181,3.38644,8,-72.716
2935.0,-3.25181,3.38644,3,-73.5523
2936.0,-2.75181,3.38644,7,-73.1406
2937.0,-2.25181,3.38644,-9,-70.5219
2938.0,-1.75181,3.38644,6,-70.5555
2939.0,-1.25181,3.38644,13,-70.6264
2940.0,-0.751808,3.38644,-3,-71.2162
2941.0,-0.251808,3.38644,15,-72.0131
2942.0,0.248192,3.38644,7,-71.2919
2943.0,0.748192,3.38644,11,-70.9075
2944.0,1.24819,3.38644,-3,-72.1872
2945.0,1.74819,3.38644,9,-71.2667
2946.0,2.24819,3.38644,4,-71.5465
2947.0,2.74819,3.38644,9,-71.8895
2948.0,3.24819,3.38644,19,-71.923
2949.0,3.74819,3.38644,11,-73.2418
2950.0,4.24819,3.38644,-6,-72.6055
2951.0,4.74819,3.38644,12,-72.9857
2952.0,5.24819,3.38644,13,-73.0332
2953.0,5.74819,3.38644,22,-73.3999
2954.0,6.24819,3.38644,13,-73.9125
2955.0,6.74819,3.38644,18,-74.889
2956.0,7.24819,3.38644,34,-77.1505
2957.0,7.74819,3.38644,29,-76.1351
2958.0,8.24819,3.38644,32,-75.8105
2959.0,8.74819,3.38644,36,-75.5576
2960.0,9.24819,3.38644,43,-75.8543
2961.0,-27.2518,3.88644,-170,-250.0
2962.0,-26.7518,3.88644,-141,-88.253
2963.0,-26.2518,3.88644,-139,-92.6648
2964.0,-25.7518,3.88644,-142,-91.9949
2965.0,-25.2518,3.88644,-143,-93.226
2966.0,-24.7518,3.88644,-143,-93.7271
2967.0,-24.2518,3.88644,-131,-97.9038
2968.0,-23.7518,3.88644,-133,-97.9001
2969.0,-23.2518,3.88644,-134,-97.2967
2970.0,-22.7518,3.88644,-133,-97.1956
2971.0,-22.2518,3.88644,-130,-97.1854
2972.0,-21.7518,3.88644,-137,-97.9236
2973.0,-21.2518,3.88644,-135,-97.6073
2974.0,-20.7518,3.88644,-103,-97.3806
2975.0,-20.2518,3.88644,-94,-97.3093
2976.0,-19.7518,3.88644,-100,-97.3116
2977.0,-19.2518,3.88644,-109,-99.2707
2978.0,-18.7518,3.88644,-125,-97.3364
2979.0,-18.2518,3.88644,-118,-97.3209
2980.0,-17.7518,3.88644,-121,-95.9403
2981.0,-17.2518,3.88644,-121,-96.9521
2982.0,-16.7518,3.88644,-109,-97.0865
2983.0,-16.2518,3.88644,-126,-96.7731
2984.0,-15.7518,3.88644,-109,-96.2014
2985.0,-15.2518,3.88644,-127,-94.3231
2986.0,-14.7518,3.88644,69,-76.732
2987.0,-14.2518,3.88644,44,-74.3559
2988.0,-13.7518,3.88644,83,-77.2014
2989.0,-13.2518,3.88644,42,-80.1635
2990.0,-12.7518,3.88644,55,-77.6534
2991.0,-12.2518,3.88644,47,-76.3085
2992.0,-11.7518,3.88644,48,-77.9595
2993.0,-11.2518,3.88644,50,-79.8348
2994.0,-10.7518,3.88644,46,-74.0877
2995.0,-10.2518,3.88644,-133,-77.8281
2996.0,-9.75181,3.88644,-136,-74.6005
2997.0,-9.25181,3.88644,-136,-77.8569
2998.0,-8.75181,3.88644,-144,-79.1131
2999.0,-8.25181,3.88644,-145,-75.5227
3000.0,-7.75181,3.88644,-138,-74.8007
3001.0,-7.25181,3.88644,-156,-75.3221
3002.0,-6.75181,3.88644,-149,-77.2981
3003.0,-6.25181,3.88644,-159,-72.3203
3004.0,-5.75181,3.88644,-170,-73.0167
3005.0,-5.25181,3.88644,-168,-74.0085
3006.0,-4.75181,3.88644,-159,-72.0624
3007.0,-4.25181,3.88644,1,-72.9307
3008.0,-3.75181,3.88644,-149,-71.0272
3009.0,-3.25181,3.88644,-165,-72.8684
3010.0,-2.75181,3.88644,-9,-71.4489
3011.0,-2.25181,3.88644,1,-71.5288
3012.0,-1.75181,3.88644,11,-70.463
3013.0,-1.25181,3.88644,8,-69.8729
3014.0,-0.751808,3.88644,-3,-70.8812
3015.0,-0.251808,3.88644,-165,-70.6626
3016.0,0.248192,3.88644,10,-71.0249
3017.0,0.748192,3.88644,21,-71.1317
3018.0,1.24819,3.88644,12,-71.417
3019.0,1.74819,3.88644,22,-71.2454
3020.0,2.24819,3.88644,4,-71.5862
3021.0,2.74819,3.88644,2,-71.495
3022.0,3.24819,3.88644,6,-72.0241
3023.0,3.74819,3.88644,11,-72.2351
3024.0,4.24819,3.88644,11,-72.1976
3025.0,4.74819,3.88644,15,-72.5476
3026.0,5.24819,3.88644,2,-72.8349
3027.0,5.74819,3.88644,7,-73.4942
3028.0,6.24819,3.88644,28,-73.5932
3029.0,6.74819,3.88644,29,-76.6816
3030.0,7.24819,3.88644,22,-77.1235
3031.0,7.74819,3.88644,38,-76.3032
3032.0,8.24819,3.88644,42,-74.3343
3033.0,8.74819,3.88644,33,-74.1986
3034.0,9.24819,3.88644,42,-75.2584
3035.0,-27.2518,4.38644,-170,-250.0
3036.0,-26.7518,4.38644,-139,-90.427
3037.0,-26.2518,4.38644,-138,-89.8446
3038.0,-25.7518,4.38644,-142,-92.9671
3039.0,-25.2518,4.38644,-144,-94.263
3040.0,-24.7518,4.38644,-128,-96.9718
3041.0,-24.2518,4.38644,-128,-96.8491
3042.0,-23.7518,4.38644,-127,-97.0436
3043.0,-23.2518,4.38644,-134,-97.1774
3044.0,-22.7518,4.38644,-129,-96.2066
3045.0,-22.2518,4.38644,-135,-97.8824
3046.0,-21.7518,4.38644,-132,-97.1921
3047.0,-21.2518,4.38644,-133,-97.6323
3048.0,-20.7518,4.38644,-134,-97.8492
3049.0,-20.2518,4.38644,-91,-97.5932
3050.0,-19.7518,4.38644,-123,-98.9128
3051.0,-19.2518,4.38644,-104,-98.8853
3052.0,-18.7518,4.38644,-104,-97.5892
3053.0,-18.2518,4.38644,-112,-96.9258
3054.0,-17.7518,4.38644,-110,-96.9256
3055.0,-17.2518,4.38644,-126,-96.1813
