N,X,Y,Angle,Power (dBm)
3056.0,-16.7518,4.38644,-108,-95.7873
3057.0,-16.2518,4.38644,-111,-95.0687
3058.0,-15.7518,4.38644,-122,-96.4035
3059.0,-15.2518,4.38644,-126,-95.1175
3060.0,-14.7518,4.38644,78,-83.2355
3061.0,-14.2518,4.38644,75,-76.5163
3062.0,-13.7518,4.38644,86,-76.3147
3063.0,-13.2518,4.38644,53,-78.5155
3064.0,-12.7518,4.38644,53,-84.9821
3065.0,-12.2518,4.38644,90,-73.5929
3066.0,-11.7518,4.38644,53,-72.5804
3067.0,-11.2518,4.38644,52,-73.4026
3068.0,-10.7518,4.38644,53,-73.4402
3069.0,-10.2518,4.38644,-136,-79.1099
3070.0,-9.75181,4.38644,-138,-76.4165
3071.0,-9.25181,4.38644,-145,-78.0668
3072.0,-8.75181,4.38644,-140,-72.7124
3073.0,-8.25181,4.38644,-139,-76.9189
3074.0,-7.75181,4.38644,-151,-76.895
3075.0,-7.25181,4.38644,-148,-70.8579
3076.0,-6.75181,4.38644,-164,-73.2156
3077.0,-6.25181,4.38644,-158,-71.7698
3078.0,-5.75181,4.38644,-8,-74.1042
3079.0,-5.25181,4.38644,-166,-71.7092
3080.0,-4.75181,4.38644,-8,-72.7511
3081.0,-4.25181,4.38644,-5,-72.4291
3082.0,-3.75181,4.38644,7,-71.3625
3083.0,-3.25181,4.38644,-7,-71.482
3084.0,-2.75181,4.38644,-168,-70.5333
3085.0,-2.25181,4.38644,-168,-70.037
3086.0,-1.75181,4.38644,5,-70.0233
3087.0,-1.25181,4.38644,14,-70.4275
3088.0,-0.751808,4.38644,-169,-70.2225
3089.0,-0.251808,4.38644,0,-70.1293
3090.0,0.248192,4.38644,1,-70.4974
3091.0,0.748192,4.38644,15,-69.8381
3092.0,1.24819,4.38644,-166,-70.3689
3093.0,1.74819,4.38644,23,-70.4718
3094.0,2.24819,4.38644,6,-70.6911
3095.0,2.74819,4.38644,12,-71.0414
3096.0,3.24819,4.38644,-4,-71.3949
3097.0,3.74819,4.38644,15,-71.7163
3098.0,4.24819,4.38644,0,-71.994
3099.0,4.74819,4.38644,15,-72.4299
3100.0,5.24819,4.38644,14,-72.589
3101.0,5.74819,4.38644,18,-72.9559
3102.0,6.24819,4.38644,22,-73.4307
3103.0,6.74819,4.38644,23,-75.8328
3104.0,7.24819,4.38644,26,-73.4539
3105.0,7.74819,4.38644,24,-72.3555
3106.0,8.24819,4.38644,26,-76.6986
3107.0,8.74819,4.38644,30,-77.4333
3108.0,9.24819,4.38644,41,-76.6654
3109.0,-27.2518,4.88644,-170,-250.0
3110.0,-26.7518,4.88644,-138,-90.8759
3111.0,-26.2518,4.88644,-141,-89.127
3112.0,-25.7518,4.88644,-144,-93.5331
3113.0,-25.2518,4.88644,-138,-98.0608
3114.0,-24.7518,4.88644,-129,-97.9088
3115.0,-24.2518,4.88644,-125,-97.9186
3116.0,-23.7518,4.88644,-129,-95.5852
3117.0,-23.2518,4.88644,-130,-96.2739
3118.0,-22.7518,4.88644,-127,-94.8574
3119.0,-22.2518,4.88644,-126,-95.8635
3120.0,-21.7518,4.88644,-131,-96.6373
3121.0,-21.2518,4.88644,-127,-97.4743
3122.0,-20.7518,4.88644,-137,-97.6535
3123.0,-20.2518,4.88644,-129,-97.0462
3124.0,-19.7518,4.88644,-134,-98.4229
3125.0,-19.2518,4.88644,-108,-97.7503
3126.0,-18.7518,4.88644,-110,-97.424
3127.0,-18.2518,4.88644,-105,-96.9887
3128.0,-17.7518,4.88644,-119,-96.5699
3129.0,-17.2518,4.88644,-95,-96.9332
3130.0,-16.7518,4.88644,-100,-96.0942
3131.0,-16.2518,4.88644,-122,-95.7817
3132.0,-15.7518,4.88644,-107,-95.7312
3133.0,-15.2518,4.88644,-122,-95.3344
3134.0,-14.7518,4.88644,81,-75.3017
3135.0,-14.2518,4.88644,84,-86.5611
3136.0,-13.7518,4.88644,42,-77.9095
3137.0,-13.2518,4.88644,42,-77.3993
3138.0,-12.7518,4.88644,58,-73.2068
3139.0,-12.2518,4.88644,56,-88.4246
3140.0,-11.7518,4.88644,47,-79.4606
3141.0,-11.2518,4.88644,-130,-79.794
3142.0,-10.7518,4.88644,-133,-78.6202
3143.0,-10.2518,4.88644,-135,-72.5639
3144.0,-9.75181,4.88644,-135,-72.5041
3145.0,-9.25181,4.88644,-141,-71.4559
3146.0,-8.75181,4.88644,-136,-74.6633
3147.0,-8.25181,4.88644,-145,-72.4579
3148.0,-7.75181,4.88644,-153,-77.1851
3149.0,-7.25181,4.88644,-152,-71.5969
3150.0,-6.75181,4.88644,-146,-72.3269
3151.0,-6.25181,4.88644,-145,-71.7373
3152.0,-5.75181,4.88644,-6,-71.3433
3153.0,-5.25181,4.88644,-155,-72.4093
3154.0,-4.75181,4.88644,-166,-70.5872
3155.0,-4.25181,4.88644,-9,-71.5214
3156.0,-3.75181,4.88644,-154,-71.0148
3157.0,-3.25181,4.88644,-160,-70.1587
3158.0,-2.75181,4.88644,-2,-69.9473
3159.0,-2.25181,4.88644,12,-69.2495
3160.0,-1.75181,4.88644,3,-69.5431
3161.0,-1.25181,4.88644,6,-69.439
3162.0,-0.751808,4.88644,16,-69.3516
3163.0,-0.251808,4.88644,-3,-69.3065
3164.0,0.248192,4.88644,-6,-69.1553
3165.0,0.748192,4.88644,-7,-69.5146
3166.0,1.24819,4.88644,21,-69.7852
3167.0,1.74819,4.88644,0,-69.7474
3168.0,2.24819,4.88644,3,-70.0499
3169.0,2.74819,4.88644,5,-70.6394
3170.0,3.24819,4.88644,-6,-70.7723
3171.0,3.74819,4.88644,4,-70.9495
3172.0,4.24819,4.88644,2,-71.5587
3173.0,4.74819,4.88644,10,-71.6014
3174.0,5.24819,4.88644,25,-72.4535
3175.0,5.74819,4.88644,8,-72.9977
3176.0,6.24819,4.88644,22,-72.5977
3177.0,6.74819,4.88644,16,-73.7263
3178.0,7.24819,4.88644,26,-74.6312
3179.0,7.74819,4.88644,34,-73.4523
3180.0,8.24819,4.88644,29,-74.4875
3181.0,8.74819,4.88644,32,-76.7871
3182.0,9.24819,4.88644,37,-75.449
3183.0,-27.2518,5.38644,-170,-250.0
3184.0,-26.7518,5.38644,-143,-90.7944
3185.0,-26.2518,5.38644,-143,-92.4885
3186.0,-25.7518,5.38644,-142,-96.8068
3187.0,-25.2518,5.38644,-141,-98.5151
3188.0,-24.7518,5.38644,-141,-96.862
3189.0,-24.2518,5.38644,-126,-98.0834
3190.0,-23.7518,5.38644,-128,-97.0456
3191.0,-23.2518,5.38644,-130,-95.2822
3192.0,-22.7518,5.38644,-130,-95.3166
3193.0,-22.2518,5.38644,-129,-94.6981
3194.0,-21.7518,5.38644,-127,-95.5304
3195.0,-21.2518,5.38644,-129,-95.2512
3196.0,-20.7518,5.38644,-123,-96.6247
3197.0,-20.2518,5.38644,-131,-97.4268
3198.0,-19.7518,5.38644,-130,-95.3386
3199.0,-19.2518,5.38644,-106,-97.6767
3200.0,-18.7518,5.38644,-119,-96.9532
3201.0,-18.2518,5.38644,-122,-97.0233
3202.0,-17.7518,5.38644,-108,-96.1658
3203.0,-17.2518,5.38644,-102,-96.3269
3204.0,-16.7518,5.38644,-106,-95.9135
3205.0,-16.2518,5.38644,-123,-96.0104
3206.0,-15.7518,5.38644,-98,-95.9035
3207.0,-15.2518,5.38644,-118,-95.5086
3208.0,-14.7518,5.38644,52,-80.276
3209.0,-14.2518,5.38644,45,-76.3724
3210.0,-13.7518,5.38644,42,-77.6372
3211.0,-13.2518,5.38644,48,-79.6868
3212.0,-12.7518,5.38644,48,-75.7747
3213.0,-12.2518,5.38644,50,-72.9796
3214.0,-11.7518,5.38644,-130,-74.8397
3215.0,-11.2518,5.38644,-133,-76.3516
3216.0,-10.7518,5.38644,-137,-76.6064
3217.0,-10.2518,5.38644,-139,-73.7958
3218.0,-9.75181,5.38644,-142,-73.7454
3219.0,-9.25181,5.38644,-139,-72.276
3220.0,-8.75181,5.38644,-147,-74.3068
3221.0,-8.25181,5.38644,-152,-72.4405
3222.0,-7.75181,5.38644,-158,-74.103
3223.0,-7.25181,5.38644,-156,-75.4156
3224.0,-6.75181,5.38644,-163,-71.8906
3225.0,-6.25181,5.38644,-166,-72.1712
3226.0,-5.75181,5.38644,-166,-72.17
3227.0,-5.25181,5.38644,-2,-71.2259
3228.0,-4.75181,5.38644,-158,-70.6914
3229.0,-4.25181,5.38644,-168,-70.3037
3230.0,-3.75181,5.38644,-9,-70.5507
3231.0,-3.25181,5.38644,-167,-69.7324
3232.0,-2.75181,5.38644,-9,-69.4366
3233.0,-2.25181,5.38644,4,-69.1153
3234.0,-1.75181,5.38644,12,-68.8979
3235.0,-1.25181,5.38644,5,-68.7221
3236.0,-0.751808,5.38644,14,-68.2781
3237.0,-0.251808,5.38644,13,-68.6936
3238.0,0.248192,5.38644,10,-68.5766
3239.0,0.748192,5.38644,21,-68.1987
3240.0,1.24819,5.38644,-1,-68.9125
3241.0,1.74819,5.38644,-7,-69.232
3242.0,2.24819,5.38644,16,-69.6053
3243.0,2.74819,5.38644,8,-70.1981
3244.0,3.24819,5.38644,-3,-70.3703
3245.0,3.74819,5.38644,-4,-70.3027
3246.0,4.24819,5.38644,2,-71.4517
3247.0,4.74819,5.38644,1,-71.307
3248.0,5.24819,5.38644,9,-72.4325
3249.0,5.74819,5.38644,9,-72.0408
3250.0,6.24819,5.38644,30,-73.2869
3251.0,6.74819,5.38644,24,-72.8597
3252.0,7.24819,5.38644,24,-73.1619
3253.0,7.74819,5.38644,28,-71.6603
3254.0,8.24819,5.38644,26,-75.9047
3255.0,8.74819,5.38644,26,-72.5322
3256.0,9.24819,5.38644,39,-72.9232
3257.0,-27.2518,5.88644,-170,-250.0
3258.0,-26.7518,5.88644,-144,-94.2195
3259.0,-26.2518,5.88644,-142,-95.5019
3260.0,-25.7518,5.88644,-140,-95.1672
3261.0,-25.2518,5.88644,-140,-96.5527
3262.0,-24.7518,5.88644,-141,-98.6981
3263.0,-24.2518,5.88644,-129,-97.3637
3264.0,-23.7518,5.88644,-126,-98.6632
3265.0,-23.2518,5.88644,-129,-95.1586
3266.0,-22.7518,5.88644,-127,-95.1554
3267.0,-22.2518,5.88644,-131,-95.8824
3268.0,-21.7518,5.88644,-125,-95.3127
3269.0,-21.2518,5.88644,-131,-95.7503
3270.0,-20.7518,5.88644,-130,-93.9476
3271.0,-20.2518,5.88644,-131,-93.2855
3272.0,-19.7518,5.88644,-132,-95.0163
3273.0,-19.2518,5.88644,-136,-97.3709
3274.0,-18.7518,5.88644,-104,-97.1544
3275.0,-18.2518,5.88644,-131,-96.2627
3276.0,-17.7518,5.88644,-105,-96.4085
3277.0,-17.2518,5.88644,-97,-96.0993
3278.0,-16.7518,5.88644,-106,-96.0011
3279.0,-16.2518,5.88644,-123,-97.9767
3280.0,-15.7518,5.88644,-112,-98.892
3281.0,-15.2518,5.88644,-110,-95.5237
3282.0,-14.7518,5.88644,45,-77.1084
3283.0,-14.2518,5.88644,54,-74.1796
3284.0,-13.7518,5.88644,44,-75.4327
3285.0,-13.2518,5.88644,50,-76.278
3286.0,-12.7518,5.88644,47,-72.9355
3287.0,-12.2518,5.88644,48,-73.3086
3288.0,-11.7518,5.88644,-133,-75.873
3289.0,-11.2518,5.88644,-134,-78.2209
3290.0,-10.7518,5.88644,-137,-74.5606
3291.0,-10.2518,5.88644,-140,-73.2089
3292.0,-9.75181,5.88644,-136,-72.7743
3293.0,-9.25181,5.88644,-143,-72.9367
3294.0,-8.75181,5.88644,-144,-74.999
3295.0,-8.25181,5.88644,-156,-75.8553
3296.0,-7.75181,5.88644,-144,-74.0034
3297.0,-7.25181,5.88644,-162,-74.5585
3298.0,-6.75181,5.88644,-157,-73.6418
3299.0,-6.25181,5.88644,-150,-71.9717
3300.0,-5.75181,5.88644,-169,-71.7719
3301.0,-5.25181,5.88644,-162,-71.1981
3302.0,-4.75181,5.88644,-5,-70.8761
3303.0,-4.25181,5.88644,-162,-70.0079
3304.0,-3.75181,5.88644,-1,-69.2065
3305.0,-3.25181,5.88644,2,-68.8372
3306.0,-2.75181,5.88644,-164,-68.936
3307.0,-2.25181,5.88644,6,-68.0299
3308.0,-1.75181,5.88644,13,-67.9425
3309.0,-1.25181,5.88644,13,-67.8453
3310.0,-0.751808,5.88644,-9,-67.2484
3311.0,-0.251808,5.88644,-159,-67.8718
3312.0,0.248192,5.88644,9,-67.5503
3313.0,0.748192,5.88644,-168,-67.6924
3314.0,1.24819,5.88644,-6,-67.901
3315.0,1.74819,5.88644,-8,-68.703
3316.0,2.24819,5.88644,2,-69.1156
3317.0,2.74819,5.88644,11,-69.052
3318.0,3.24819,5.88644,4,-70.2807
3319.0,3.74819,5.88644,6,-69.942
3320.0,4.24819,5.88644,8,-70.3355
3321.0,4.74819,5.88644,4,-71.2796
3322.0,5.24819,5.88644,18,-72.2792
3323.0,5.74819,5.88644,5,-72.8383
3324.0,6.24819,5.88644,13,-72.4518
3325.0,6.74819,5.88644,12,-73.4057
3326.0,7.24819,5.88644,24,-72.3929
3327.0,7.74819,5.88644,34,-74.8435
3328.0,8.24819,5.88644,21,-76.3849
3329.0,8.74819,5.88644,28,-73.0704
3330.0,9.24819,5.88644,37,-73.3953
3331.0,-27.2518,6.38644,-170,-250.0
3332.0,-26.7518,6.38644,-160,-96.7442
3333.0,-26.2518,6.38644,-142,-96.3635
3334.0,-25.7518,6.38644,-143,-97.4236
3335.0,-25.2518,6.38644,-140,-97.0894
3336.0,-24.7518,6.38644,-140,-97.5795
3337.0,-24.2518,6.38644,-153,-96.7034
3338.0,-23.7518,6.38644,-130,-96.6756
3339.0,-23.2518,6.38644,-129,-95.6653
3340.0,-22.7518,6.38644,-125,-95.1197
3341.0,-22.2518,6.38644,-127,-94.7173
3342.0,-21.7518,6.38644,-124,-96.901
3343.0,-21.2518,6.38644,-126,-96.1918
3344.0,-20.7518,6.38644,-130,-94.1693
3345.0,-20.2518,6.38644,-131,-96.9173
3346.0,-19.7518,6.38644,-133,-97.8769
3347.0,-19.2518,6.38644,-133,-96.8367
3348.0,-18.7518,6.38644,-130,-95.6234
3349.0,-18.2518,6.38644,-133,-96.375
3350.0,-17.7518,6.38644,-106,-96.7676
3351.0,-17.2518,6.38644,-112,-96.7126
3352.0,-16.7518,6.38644,-110,-96.537
3353.0,-16.2518,6.38644,-93,-95.7344
3354.0,-15.7518,6.38644,-113,-95.0284
3355.0,-15.2518,6.38644,-93,-96.5902
3356.0,-14.7518,6.38644,50,-74.4836
3357.0,-14.2518,6.38644,45,-74.0281
3358.0,-13.7518,6.38644,57,-75.8825
3359.0,-13.2518,6.38644,43,-79.0322
3360.0,-12.7518,6.38644,48,-73.3411
3361.0,-12.2518,6.38644,-132,-78.0417
3362.0,-11.7518,6.38644,-132,-75.5162
3363.0,-11.2518,6.38644,-136,-77.1467
3364.0,-10.7518,6.38644,-139,-74.6229
3365.0,-10.2518,6.38644,-136,-73.3621
3366.0,-9.75181,6.38644,-137,-73.1062
3367.0,-9.25181,6.38644,-151,-72.6856
3368.0,-8.75181,6.38644,-151,-75.8083
3369.0,-8.25181,6.38644,-151,-73.7416
3370.0,-7.75181,6.38644,-149,-73.4717
3371.0,-7.25181,6.38644,-145,-74.1771
3372.0,-6.75181,6.38644,-154,-72.4813
3373.0,-6.25181,6.38644,-167,-72.0546
3374.0,-5.75181,6.38644,-145,-71.1676
3375.0,-5.25181,6.38644,-167,-71.1443
3376.0,-4.75181,6.38644,-6,-70.2721
3377.0,-4.25181,6.38644,-167,-69.7032
3378.0,-3.75181,6.38644,-160,-68.8496
3379.0,-3.25181,6.38644,-165,-68.0921
3380.0,-2.75181,6.38644,4,-68.1324
3381.0,-2.25181,6.38644,-1,-67.3988
3382.0,-1.75181,6.38644,3,-66.8249
3383.0,-1.25181,6.38644,14,-66.6299
3384.0,-0.751808,6.38644,9,-66.8465
3385.0,-0.251808,6.38644,11,-66.542
3386.0,0.248192,6.38644,-4,-66.4431
3387.0,0.748192,6.38644,8,-66.5195
3388.0,1.24819,6.38644,15,-66.9404
3389.0,1.74819,6.38644,-169,-67.0574
3390.0,2.24819,6.38644,11,-68.4219
3391.0,2.74819,6.38644,-4,-69.0282
3392.0,3.24819,6.38644,9,-69.3899
3393.0,3.74819,6.38644,-5,-69.4831
3394.0,4.24819,6.38644,15,-70.5617
3395.0,4.74819,6.38644,1,-70.5349
3396.0,5.24819,6.38644,9,-70.8291
3397.0,5.74819,6.38644,5,-71.874
3398.0,6.24819,6.38644,13,-71.8922
3399.0,6.74819,6.38644,20,-73.1089
3400.0,7.24819,6.38644,13,-73.3989
3401.0,7.74819,6.38644,29,-71.7406
3402.0,8.24819,6.38644,35,-72.0306
3403.0,8.74819,6.38644,28,-73.3979
3404.0,9.24819,6.38644,31,-75.814
3405.0,-27.2518,6.88644,-170,-250.0
3406.0,-26.7518,6.88644,-155,-98.6356
3407.0,-26.2518,6.88644,-154,-97.3648
3408.0,-25.7518,6.88644,-157,-96.9336
3409.0,-25.2518,6.88644,-156,-97.7726
3410.0,-24.7518,6.88644,-141,-97.0639
3411.0,-24.2518,6.88644,-139,-97.8591
3412.0,-23.7518,6.88644,-152,-97.7223
3413.0,-23.2518,6.88644,-141,-99.5279
3414.0,-22.7518,6.88644,-147,-100.756
3415.0,-22.2518,6.88644,-127,-95.0345
3416.0,-21.7518,6.88644,-132,-96.6543
3417.0,-21.2518,6.88644,-122,-95.0689
3418.0,-20.7518,6.88644,-119,-96.4273
3419.0,-20.2518,6.88644,-121,-95.6964
3420.0,-19.7518,6.88644,-128,-94.9202
3421.0,-19.2518,6.88644,-133,-96.5245
3422.0,-18.7518,6.88644,-135,-97.5906
3423.0,-18.2518,6.88644,-125,-96.6262
3424.0,-17.7518,6.88644,-130,-97.2229
3425.0,-17.2518,6.88644,-135,-98.6987
3426.0,-16.7518,6.88644,-110,-96.9839
3427.0,-16.2518,6.88644,-135,-98.0989
3428.0,-15.7518,6.88644,-117,-98.0687
3429.0,-15.2518,6.88644,-93,-100.779
3430.0,-14.7518,6.88644,50,-79.2904
3431.0,-14.2518,6.88644,51,-77.0042
3432.0,-13.7518,6.88644,54,-80.018
3433.0,-13.2518,6.88644,45,-76.3927
3434.0,-12.7518,6.88644,-130,-76.4263
3435.0,-12.2518,6.88644,42,-75.5276
3436.0,-11.7518,6.88644,-137,-75.9064
3437.0,-11.2518,6.88644,-139,-76.6782
3438.0,-10.7518,6.88644,-144,-76.3682
3439.0,-10.2518,6.88644,-145,-77.5937
3440.0,-9.75181,6.88644,-145,-72.6269
3441.0,-9.25181,6.88644,-146,-73.0026
3442.0,-8.75181,6.88644,-156,-75.0946
3443.0,-8.25181,6.88644,-146,-72.4557
3444.0,-7.75181,6.88644,-149,-74.2533
3445.0,-7.25181,6.88644,-160,-71.5583
3446.0,-6.75181,6.88644,-155,-71.2892
3447.0,-6.25181,6.88644,-8,-72.064
3448.0,-5.75181,6.88644,-153,-71.433
3449.0,-5.25181,6.88644,-5,-71.1164
3450.0,-4.75181,6.88644,-152,-70.3877
3451.0,-4.25181,6.88644,-3,-69.739
3452.0,-3.75181,6.88644,-169,-68.2114
3453.0,-3.25181,6.88644,1,-68.0025
3454.0,-2.75181,6.88644,6,-66.8424
3455.0,-2.25181,6.88644,11,-66.2841
3456.0,-1.75181,6.88644,12,-65.7182
3457.0,-1.25181,6.88644,-3,-65.2381
3458.0,-0.751808,6.88644,-2,-65.6133
3459.0,-0.251808,6.88644,-7,-64.6963
3460.0,0.248192,6.88644,-166,-64.9349
3461.0,0.748192,6.88644,9,-65.8134
3462.0,1.24819,6.88644,2,-65.8002
3463.0,1.74819,6.88644,-3,-66.2954
3464.0,2.24819,6.88644,-3,-66.7308
3465.0,2.74819,6.88644,11,-67.4044
3466.0,3.24819,6.88644,6,-68.5181
3467.0,3.74819,6.88644,28,-69.3506
3468.0,4.24819,6.88644,14,-69.597
3469.0,4.74819,6.88644,26,-71.2008
3470.0,5.24819,6.88644,16,-70.8159
3471.0,5.74819,6.88644,10,-72.2528
3472.0,6.24819,6.88644,10,-72.7274
3473.0,6.74819,6.88644,32,-71.9796
3474.0,7.24819,6.88644,19,-72.2761
3475.0,7.74819,6.88644,19,-74.7709
3476.0,8.24819,6.88644,20,-71.5259
3477.0,8.74819,6.88644,27,-75.7529
3478.0,9.24819,6.88644,26,-74.7389
3479.0,-27.2518,7.38644,-170,-250.0
3480.0,-26.7518,7.38644,-156,-96.6613
3481.0,-26.2518,7.38644,-160,-97.2766
3482.0,-25.7518,7.38644,-150,-99.4536
3483.0,-25.2518,7.38644,-150,-97.476
3484.0,-24.7518,7.38644,-140,-98.2507
3485.0,-24.2518,7.38644,-153,-97.5837
3486.0,-23.7518,7.38644,-142,-98.1718
3487.0,-23.2518,7.38644,-140,-98.2428
3488.0,-22.7518,7.38644,-141,-99.0293
3489.0,-22.2518,7.38644,-141,-100.484
3490.0,-21.7518,7.38644,-127,-99.3112
3491.0,-21.2518,7.38644,-124,-95.623
3492.0,-20.7518,7.38644,-124,-98.9612
3493.0,-20.2518,7.38644,-126,-94.994
3494.0,-19.7518,7.38644,-117,-96.0143
3495.0,-19.2518,7.38644,-122,-96.7234
3496.0,-18.7518,7.38644,-121,-97.0387
3497.0,-18.2518,7.38644,-126,-96.6861
3498.0,-17.7518,7.38644,-134,-97.8791
3499.0,-17.2518,7.38644,-135,-98.2851
3500.0,-16.7518,7.38644,-135,-97.0614
3501.0,-16.2518,7.38644,-135,-96.8346
3502.0,-15.7518,7.38644,-100,-96.6773
3503.0,-15.2518,7.38644,-92,-101.081
3504.0,-14.7518,7.38644,56,-79.5602
3505.0,-14.2518,7.38644,54,-78.9156
3506.0,-13.7518,7.38644,49,-76.2395
3507.0,-13.2518,7.38644,-130,-76.5
3508.0,-12.7518,7.38644,-133,-76.45
3509.0,-12.2518,7.38644,-136,-76.4107
3510.0,-11.7518,7.38644,-133,-74.9997
3511.0,-11.2518,7.38644,-141,-74.7985
3512.0,-10.7518,7.38644,-140,-75.2257
3513.0,-10.2518,7.38644,-139,-73.6641
3514.0,-9.75181,7.38644,-140,-75.4525
3515.0,-9.25181,7.38644,-150,-74.4821
3516.0,-8.75181,7.38644,-147,-77.0528
3517.0,-8.25181,7.38644,-150,-72.8786
3518.0,-7.75181,7.38644,-149,-72.4659
3519.0,-7.25181,7.38644,-165,-71.9849
3520.0,-6.75181,7.38644,-164,-72.5111
3521.0,-6.25181,7.38644,-155,-70.7339
3522.0,-5.75181,7.38644,-5,-70.9698
3523.0,-5.25181,7.38644,-1,-69.2445
3524.0,-4.75181,7.38644,-6,-69.3951
3525.0,-4.25181,7.38644,4,-69.1812
3526.0,-3.75181,7.38644,-164,-67.2774
3527.0,-3.25181,7.38644,-9,-66.8497
3528.0,-2.75181,7.38644,-161,-66.792
3529.0,-2.25181,7.38644,1,-65.1982
3530.0,-1.75181,7.38644,-6,-65.106
3531.0,-1.25181,7.38644,-3,-63.8932
3532.0,-0.751808,7.38644,9,-63.6552
3533.0,-0.251808,7.38644,-7,-63.487
3534.0,0.248192,7.38644,-1,-64.0151
3535.0,0.748192,7.38644,-168,-64.6816
3536.0,1.24819,7.38644,-166,-65.3147
3537.0,1.74819,7.38644,9,-65.5952
3538.0,2.24819,7.38644,6,-66.6486
3539.0,2.74819,7.38644,-4,-66.7267
3540.0,3.24819,7.38644,0,-68.6534
3541.0,3.74819,7.38644,4,-69.1359
3542.0,4.24819,7.38644,15,-68.8071
3543.0,4.74819,7.38644,7,-69.609
3544.0,5.24819,7.38644,4,-70.2691
3545.0,5.74819,7.38644,16,-71.5792
3546.0,6.24819,7.38644,10,-71.7749
3547.0,6.74819,7.38644,9,-72.0827
3548.0,7.24819,7.38644,22,-72.0691
3549.0,7.74819,7.38644,21,-74.0282
3550.0,8.24819,7.38644,24,-72.2364
3551.0,8.74819,7.38644,30,-75.4623
3552.0,9.24819,7.38644,26,-72.5558
3553.0,-27.2518,7.88644,-170,-250.0
3554.0,-26.7518,7.88644,-156,-97.6503
3555.0,-26.2518,7.88644,-162,-99.3058
3556.0,-25.7518,7.88644,-161,-100.019
3557.0,-25.2518,7.88644,-157,-98.8583
3558.0,-24.7518,7.88644,-156,-97.1548
3559.0,-24.2518,7.88644,-155,-97.4127
3560.0,-23.7518,7.88644,-155,-98.07
3561.0,-23.2518,7.88644,-140,-97.5026
3562.0,-22.7518,7.88644,-141,-98.5798
3563.0,-22.2518,7.88644,-140,-98.7425
3564.0,-21.7518,7.88644,-141,-99.7211
3565.0,-21.2518,7.88644,-140,-101.425
3566.0,-20.7518,7.88644,-127,-95.8012
3567.0,-20.2518,7.88644,-133,-97.8199
3568.0,-19.7518,7.88644,-129,-95.8806
3569.0,-19.2518,7.88644,-129,-97.0637
3570.0,-18.7518,7.88644,-122,-97.0841
3571.0,-18.2518,7.88644,-124,-96.8834
3572.0,-17.7518,7.88644,-134,-97.7711
3573.0,-17.2518,7.88644,-135,-97.1119
3574.0,-16.7518,7.88644,-135,-97.943
3575.0,-16.2518,7.88644,-136,-98.61
3576.0,-15.7518,7.88644,-136,-96.2389
3577.0,-15.2518,7.88644,-135,-97.0964
3578.0,-14.7518,7.88644,46,-80.6011
3579.0,-14.2518,7.88644,53,-75.1935
3580.0,-13.7518,7.88644,54,-77.0882
3581.0,-13.2518,7.88644,50,-77.6688
3582.0,-12.7518,7.88644,-136,-77.0376
3583.0,-12.2518,7.88644,-136,-75.3521
3584.0,-11.7518,7.88644,-141,-73.5817
3585.0,-11.2518,7.88644,-136,-75.3631
3586.0,-10.7518,7.88644,-139,-75.7929
3587.0,-10.2518,7.88644,-144,-72.5248
3588.0,-9.75181,7.88644,-143,-71.7573
3589.0,-9.25181,7.88644,-156,-73.8261
3590.0,-8.75181,7.88644,-155,-74.396
3591.0,-8.25181,7.88644,-146,-72.3921
3592.0,-7.75181,7.88644,-153,-71.1885
3593.0,-7.25181,7.88644,-152,-72.0103
3594.0,-6.75181,7.88644,-160,-71.1847
3595.0,-6.25181,7.88644,-161,-69.8563
3596.0,-5.75181,7.88644,-170,-70.9897
3597.0,-5.25181,7.88644,-1,-70.0064
3598.0,-4.75181,7.88644,1,-69.3177
3599.0,-4.25181,7.88644,-166,-68.4694
3600.0,-3.75181,7.88644,7,-66.6673
3601.0,-3.25181,7.88644,5,-66.7151
3602.0,-2.75181,7.88644,-168,-65.7099
3603.0,-2.25181,7.88644,3,-64.9476
3604.0,-1.75181,7.88644,-6,-63.7921
3605.0,-1.25181,7.88644,-5,-62.4368
3606.0,-0.751808,7.88644,11,-62.2699
3607.0,-0.251808,7.88644,-7,-61.7998
3608.0,0.248192,7.88644,-1,-62.128
3609.0,0.748192,7.88644,-7,-62.6611
3610.0,1.24819,7.88644,-170,-63.3598
3611.0,1.74819,7.88644,22,-64.3032
3612.0,2.24819,7.88644,2,-66.249
3613.0,2.74819,7.88644,16,-67.3345
3614.0,3.24819,7.88644,13,-67.4683
3615.0,3.74819,7.88644,6,-68.4123
3616.0,4.24819,7.88644,2,-69.1733
3617.0,4.74819,7.88644,2,-69.0672
3618.0,5.24819,7.88644,25,-69.9478
3619.0,5.74819,7.88644,18,-70.928
3620.0,6.24819,7.88644,24,-71.4503
3621.0,6.74819,7.88644,13,-71.4965
3622.0,7.24819,7.88644,19,-73.6431
3623.0,7.74819,7.88644,33,-72.1144
3624.0,8.24819,7.88644,21,-72.4175
3625.0,8.74819,7.88644,24,-72.0814
3626.0,9.24819,7.88644,34,-75.1995
3627.0,-27.2518,8.38644,-170,-250.0
3628.0,-26.7518,8.38644,-162,-96.8518
3629.0,-26.2518,8.38644,-154,-97.3717
3630.0,-25.7518,8.38644,-153,-96.9952
3631.0,-25.2518,8.38644,-155,-97.4272
